SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,09:23:42,2025-12-10,TT25_psf_dark,eap,,4714_Tri_yellow,,,-0.003000,2.922209,-0.003004,-0.045318,0.801846,0.802996,2.149627,1.347780,8.843273,8.830614,23.673521,0.441786,7.500000,PSF-00438_20251210092342_ec1,148.414490,603.637939,0.754133,0.000000,0.000000,0.000000,0.5,0.80,0.010633,1.000000,27.72,27.76,23.42,18.59,18.59,90.80,156.8,157.6,-0.5,0,4.004,09:18:09,2025-12-10,-0.06,1,0.002,0.003,-9999.000,0.136,0.228,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436908,2.450870,1.656023,0.940379,0.290486,-0.052244,0.243227,0.107333,148.414490,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092342_ec1,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
10,09:24:02,2025-12-10,TT25_psf_dark,eap,,3829_Tri_yellow,,,-0.002023,2.921705,-0.002025,-0.028817,0.783644,0.784375,2.055788,1.272144,8.638467,8.630413,22.640776,0.441786,7.500000,PSF-00438_20251210092402_e1d,165.586349,332.646484,0.502215,0.000000,0.000000,0.000000,0.5,0.80,0.006842,1.000000,27.26,27.29,23.32,17.88,17.88,90.80,156.7,154.4,1.5,0,4.032,09:18:09,2025-12-10,-0.06,1,0.001,0.003,-9999.000,0.191,0.337,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436219,2.450196,1.655496,0.932132,0.291686,-0.058635,0.245053,0.107332,165.586349,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092402_e1d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
11,09:24:26,2025-12-10,TT25_psf_dark,eap,,452_Tri_blue,,,-0.002318,2.922348,-0.002320,-0.033254,0.797382,0.798226,2.078685,1.281303,8.789628,8.780340,22.889355,0.441786,7.500000,PSF-00438_20251210092426_026,151.909225,556.428528,0.726992,0.000000,0.000000,0.000000,0.5,0.80,0.050251,1.000000,27.95,27.98,23.19,18.06,18.06,90.81,156.8,147.6,5.9,0,4.031,09:18:09,2025-12-10,-0.06,1,-0.000,-0.001,-9999.000,0.152,-0.032,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437267,2.451248,1.656169,0.915013,0.293148,-0.055379,0.247138,0.107456,151.909225,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092426_026,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
12,09:24:41,2025-12-10,TT25_psf_dark,eap,,6558_Tri_blue,,,-0.001851,2.922199,-0.001852,-0.025676,0.789185,0.789836,2.028778,1.239593,8.696818,8.689646,22.338699,0.441786,7.500000,PSF-00438_20251210092441_bc5,219.650024,457.821259,0.520228,0.000000,0.000000,0.000000,0.5,0.80,0.040923,1.000000,27.82,27.84,23.10,17.67,17.67,90.82,156.8,158.2,-0.9,0,4.030,09:18:09,2025-12-10,-0.06,1,0.002,0.000,-9999.000,-1.821,-3.099,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437071,2.451061,1.656013,0.941974,0.294215,-0.058446,0.248372,0.107478,219.650024,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092441_bc5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
13,09:25:06,2025-12-10,TT25_psf_dark,eap,,4505_Tri_blue,,,-0.006372,2.924258,-0.006386,-0.107638,0.801821,0.804547,2.306415,1.504594,8.858409,8.828391,25.394609,0.441786,7.500000,PSF-00438_20251210092506_df6,307.718384,341.070770,0.097787,0.000000,0.000000,0.000000,0.5,0.80,0.004256,1.000000,28.53,28.63,22.95,19.72,19.72,90.82,157.0,157.5,-0.3,0,4.030,09:18:09,2025-12-10,-0.06,1,0.001,-0.001,-9999.000,-0.185,-0.545,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438260,2.452151,1.658176,0.940078,0.296053,-0.034850,0.250508,0.107399,307.718384,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092506_df6,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
14,09:25:32,2025-12-10,TT25_psf_dark,eap,,1669_Tri_blue,,,-0.007212,2.922533,-0.007229,-0.103216,0.819425,0.822043,2.095318,1.275892,9.051039,9.022221,23.070341,0.441786,7.500000,PSF-00438_20251210092532_cb2,202.754974,409.369476,0.504714,0.000000,0.000000,0.000000,0.5,0.80,0.020038,1.000000,29.44,29.53,22.79,18.18,18.18,90.82,156.8,158.2,-0.9,0,4.024,09:18:09,2025-12-10,-0.06,1,-0.001,-0.001,-9999.000,-0.181,0.297,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439617,2.453525,1.656363,0.941944,0.297936,-0.049530,0.252685,0.107390,202.754974,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092532_cb2,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
15,09:25:51,2025-12-10,TT25_psf_dark,eap,,978_Tri_blue,,,-0.005107,2.920873,-0.005116,-0.067730,0.786290,0.788010,1.970537,1.184247,8.676164,8.657222,21.696035,0.441786,7.500000,PSF-00438_20251210092551_f6a,168.240662,562.668091,0.700995,0.000000,0.000000,0.000000,0.5,0.80,0.019248,1.000000,28.47,28.53,22.66,17.21,17.21,90.82,156.6,158.5,-1.2,0,4.000,09:18:09,2025-12-10,-0.06,1,0.001,-0.001,-9999.000,0.124,0.280,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438165,2.452108,1.654625,0.942647,0.299479,-0.058381,0.254290,0.107363,168.240662,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092551_f6a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
16,09:26:24,2025-12-10,TT25_psf_dark,eap,,2382_Tri_blue,,,-0.001118,2.920428,-0.001119,-0.017098,0.861509,0.861943,2.226058,1.364549,9.489677,9.484899,24.508091,0.441786,7.500000,PSF-00438_20251210092624_7fd,157.376282,509.448395,0.691085,0.000000,0.000000,0.000000,0.5,0.80,0.026009,1.000000,31.61,31.63,22.44,19.15,19.15,90.83,156.5,158.4,-1.2,0,4.028,09:18:09,2025-12-10,-0.06,1,0.003,0.000,-0.018,0.334,0.560,1.803,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442737,2.456790,1.654161,0.942374,0.302143,-0.035319,0.256957,0.107386,157.376282,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092624_7fd,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
17,09:26:42,2025-12-10,TT25_psf_dark,eap,,482_Tri_blue,,,-0.001379,2.923481,-0.001380,-0.015603,0.820459,0.820855,1.832377,1.011918,9.037462,9.033109,20.174143,0.441786,7.500000,PSF-00438_20251210092642_1e7,244.119293,522.801880,0.533056,0.000000,0.000000,0.000000,0.5,0.80,0.010313,1.000000,30.33,30.34,22.32,16.07,16.07,90.83,156.9,152.9,2.5,0,4.027,09:18:09,2025-12-10,-0.06,1,0.003,-0.002,-9999.000,0.004,-0.349,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440884,2.454923,1.657359,0.928436,0.303596,-0.066557,0.258283,0.107345,244.119293,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092642_1e7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
18,09:27:07,2025-12-10,TT25_psf_dark,eap,,4511_Tri_blue,,,0.007499,2.920743,0.007480,0.090520,0.830672,0.828374,1.913132,1.082460,9.120923,9.146230,21.064804,0.441786,7.500000,PSF-00438_20251210092707_bc6,147.189621,575.574524,0.744274,0.000000,0.000000,0.000000,0.5,0.80,0.016175,1.000000,31.05,30.96,22.14,16.74,16.74,90.82,156.6,153.7,1.8,0,4.027,09:18:09,2025-12-10,-0.06,1,-0.001,0.001,-9999.000,0.061,-0.119,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.441819,2.456015,1.654490,0.930476,0.305821,-0.057483,0.260209,0.107350,147.189621,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092707_bc6,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
19,09:27:29,2025-12-10,TT25_psf_dark,eap,,5229_Tri_blue,,,-0.002193,2.922061,-0.002195,-0.028675,0.848263,0.848990,2.016041,1.167778,9.347899,9.339893,22.197840,0.441786,7.500000,PSF-00438_20251210092729_455,466.385712,592.249634,0.212518,0.000000,0.000000,0.000000,0.5,0.80,0.005362,1.000000,32.02,32.05,21.97,17.57,17.57,90.82,156.7,158.4,-1.0,0,4.026,09:18:09,2025-12-10,-0.06,1,-0.002,0.002,-9999.000,-0.104,-1.435,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.443431,2.457476,1.655868,0.942278,0.307845,-0.046967,0.261868,0.107358,466.385712,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092729_455,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
20,09:28:18,2025-12-10,TT25_psf_dark,eap,,392_Tri_blue,,,-0.004531,2.922317,-0.004538,-0.054770,0.760689,0.762079,1.841096,1.080407,8.391253,8.375948,20.272316,0.441786,7.500000,PSF-00438_20251210092818_64f,217.497467,372.951874,0.416822,0.000000,0.000000,0.000000,0.5,0.80,0.007468,1.000000,29.41,29.47,21.58,16.14,16.14,90.82,156.8,158.4,-1.1,0,3.996,09:18:09,2025-12-10,-0.06,1,0.000,-0.001,-9999.000,-2.696,-0.186,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439726,2.453701,1.656137,0.942491,0.312727,-0.057643,0.265355,0.107341,217.497467,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092818_64f,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
21,09:28:58,2025-12-10,TT25_psf_dark,eap,,3371_Tri_blue,,,-0.007476,2.923217,-0.007495,-0.091730,0.760056,0.762382,1.855703,1.095647,8.393255,8.367640,20.429890,0.441786,7.500000,PSF-00438_20251210092858_095,295.417786,419.248230,0.295363,0.000000,0.000000,0.000000,0.5,0.80,0.005902,1.000000,29.94,30.03,21.28,16.26,16.26,90.83,156.9,158.1,-0.8,0,4.024,09:28:45,2025-12-10,-0.06,1,-0.001,-0.003,-9999.000,-0.226,-0.007,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440599,2.454533,1.657081,0.941582,0.316517,-0.053056,0.268158,0.107346,295.417786,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210092858_095,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
