SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
22,09:53:41,2025-12-11,TT25_psf_dark,eap,,614_Tri_purple,,,0.004863,2.921063,0.004855,0.076206,0.686882,0.684956,2.082351,1.395469,7.586603,7.607934,23.064199,0.441786,7.500000,PSF-00438_20251211095341_da7,147.632355,568.010681,0.740089,0.000000,0.000000,0.000000,0.5,0.80,0.060101,1.000000,27.65,27.57,20.92,18.08,18.08,90.29,156.6,158.7,-1.3,0,4.092,09:52:43,2025-12-11,-0.12,1,-0.000,-0.001,-9999.000,-0.525,0.463,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437017,2.451259,1.654824,0.943083,0.321071,-0.029972,0.140890,0.107484,147.632355,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095341_da7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
23,09:54:02,2025-12-11,TT25_psf_dark,eap,,2941_Tri_purple,,,0.008703,2.922224,0.008678,0.140588,0.711246,0.707697,2.150944,1.439698,7.837700,7.877007,23.821560,0.441786,7.500000,PSF-00438_20251211095402_e22,143.385529,583.652588,0.754331,0.000000,0.000000,0.000000,0.5,0.80,0.116676,1.000000,28.67,28.53,20.90,18.60,18.60,90.29,156.8,158.5,-1.1,0,4.092,09:52:43,2025-12-11,-0.12,1,0.001,0.002,-9999.000,-0.116,0.719,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438441,2.452791,1.656039,0.942760,0.321335,-0.024233,0.143418,0.107649,143.385529,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095402_e22,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
24,09:54:20,2025-12-11,TT25_psf_dark,eap,,1926_Tri_purple,,,0.002969,2.921228,0.002966,0.047008,0.703267,0.702080,2.112017,1.408749,7.775680,7.788834,23.391029,0.441786,7.500000,PSF-00438_20251211095420_a41,145.941132,495.672577,0.705570,0.000000,0.000000,0.000000,0.5,0.80,0.105656,1.000000,28.38,28.34,20.88,18.31,18.31,90.29,156.6,158.5,-1.2,0,4.091,09:52:43,2025-12-11,-0.12,1,-0.001,-0.002,-9999.000,0.109,0.057,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438163,2.452369,1.654997,0.942637,0.321613,-0.027110,0.145565,0.107638,145.941132,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095420_a41,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
25,09:54:37,2025-12-11,TT25_psf_dark,eap,,1975_Tri_purple,,,0.021547,2.922775,0.021389,0.337281,0.733214,0.724704,2.134481,1.401268,8.025717,8.119954,23.638256,0.441786,7.500000,PSF-00438_20251211095437_a77,132.642746,558.594360,0.762542,0.000000,0.000000,0.000000,0.5,0.80,0.058165,1.000000,29.64,29.29,20.86,18.48,18.48,90.30,156.8,158.8,-1.2,0,4.091,09:52:43,2025-12-11,-0.12,1,0.002,0.000,-9999.000,-0.005,-0.331,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439585,2.454243,1.656617,0.943333,0.321915,-0.025051,0.147459,0.107473,132.642746,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095437_a77,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
26,09:54:54,2025-12-11,TT25_psf_dark,eap,,4414_Tri_purple,,,0.006920,2.922267,0.006903,0.108484,0.695729,0.692990,2.092629,1.396900,7.675627,7.705962,23.178164,0.441786,7.500000,PSF-00438_20251211095454_c7d,191.250443,676.087280,0.717122,0.000000,0.000000,0.000000,0.5,0.80,0.071806,1.000000,28.16,28.05,20.83,18.16,18.16,90.28,156.8,158.7,-1.2,0,4.086,09:52:43,2025-12-11,-0.12,1,0.001,0.001,-9999.000,0.239,0.473,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437745,2.452043,1.656085,0.943215,0.322223,-0.028158,0.149471,0.107526,191.250443,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095454_c7d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
27,09:55:11,2025-12-11,TT25_psf_dark,eap,,,,,0.008956,2.921226,0.008928,0.144471,0.648946,0.645293,2.087727,1.438782,7.147313,7.187766,23.123808,0.441786,7.500000,PSF-00438_20251211095511_594,185.813782,612.708069,0.696734,0.000000,0.000000,0.000000,0.5,0.80,0.009492,1.000000,26.30,26.16,20.81,18.13,18.13,90.28,156.6,158.7,-1.3,0,4.061,09:52:43,2025-12-11,-0.12,1,-0.001,-0.001,-9999.000,0.085,-0.561,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434898,2.449232,1.654995,0.943230,0.322506,-0.028316,0.151404,0.107332,185.813782,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095511_594,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
28,09:55:45,2025-12-11,TT25_psf_dark,eap,,4105_Tri_purple,,,-0.003356,2.921690,-0.003360,-0.052590,0.652389,0.653718,2.044465,1.392076,7.239804,7.225085,22.642057,0.441786,7.500000,PSF-00438_20251211095545_bd8,182.950623,522.836182,0.650080,0.000000,0.000000,0.000000,0.5,0.80,0.009063,1.000000,26.48,26.54,20.79,17.79,17.79,90.29,156.7,158.7,-1.3,0,4.089,09:52:43,2025-12-11,-0.12,1,0.001,-0.001,-0.030,0.006,0.403,1.011,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435480,2.449512,1.655480,0.943139,0.322831,-0.031578,0.155418,0.107332,182.950623,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095545_bd8,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
29,09:56:08,2025-12-11,TT25_psf_dark,eap,,4745_Tri_green,,,0.016588,2.922798,0.016494,0.231085,0.641270,0.635434,1.888498,1.247228,7.037822,7.102453,20.916264,0.441786,7.500000,PSF-00438_20251211095608_063,131.806610,517.460693,0.745282,0.000000,0.000000,0.000000,0.5,0.80,0.021530,1.000000,26.08,25.84,20.76,16.54,16.54,90.29,156.8,158.8,-1.2,0,4.089,09:52:43,2025-12-11,-0.12,1,0.000,-0.002,-9999.000,-0.101,0.186,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434433,2.448901,1.656642,0.943347,0.323218,-0.044465,0.157930,0.107366,131.806610,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095608_063,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
30,09:56:30,2025-12-11,TT25_psf_dark,eap,,3526_Tri_green,,,0.090274,2.922191,0.087568,1.371679,0.702147,0.667517,2.094488,1.392341,7.393383,7.776942,23.198429,0.441786,7.500000,PSF-00438_20251211095630_431,221.796158,389.376648,0.430381,0.000000,0.000000,0.000000,0.5,0.80,0.091618,1.000000,28.66,27.25,20.70,18.18,18.18,90.29,156.8,158.0,-0.8,1,4.087,09:52:43,2025-12-11,-0.12,1,-0.003,-0.005,-0.011,-0.514,-0.689,-1.289,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436562,2.452814,1.656005,0.941371,0.323984,-0.026517,0.160356,0.107780,221.796158,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095630_431,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
31,09:56:46,2025-12-11,TT25_psf_dark,eap,,5626_Tri_green,,,0.000912,2.921225,0.000912,0.012022,0.676586,0.676282,1.850574,1.173988,7.488802,7.492167,20.492313,0.441786,7.500000,PSF-00438_20251211095646_e67,216.705673,358.950378,0.396280,0.000000,0.000000,0.000000,0.5,0.80,0.059467,1.000000,27.70,27.69,20.65,16.22,16.22,90.31,156.6,158.6,-1.2,0,4.085,09:52:43,2025-12-11,-0.12,1,0.000,-0.001,-0.030,-0.026,-0.918,-1.707,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437232,2.451379,1.654993,0.942804,0.324626,-0.046613,0.161875,0.107638,216.705673,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095646_e67,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
32,09:57:25,2025-12-11,TT25_psf_dark,eap,,4959_Tri_green,,,-0.004752,2.922192,-0.004760,-0.056896,0.659061,0.660498,1.724255,1.065194,7.314044,7.298127,19.093575,0.441786,7.500000,PSF-00438_20251211095725_54e,228.768463,372.234467,0.385418,0.000000,0.000000,0.000000,0.5,0.80,0.006905,1.000000,27.20,27.26,20.52,15.12,15.12,90.31,156.8,157.3,-0.3,0,4.082,09:52:43,2025-12-11,-0.12,1,-0.001,-0.001,-9999.000,-0.100,-0.071,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436617,2.450651,1.656006,0.939464,0.326361,-0.056624,0.165808,0.107341,228.768463,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095725_54e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
33,09:57:45,2025-12-11,TT25_psf_dark,eap,,6881_Tri_green,,,-0.003843,2.921954,-0.003848,-0.049934,0.689565,0.690826,1.845006,1.155441,7.650200,7.636233,20.431568,0.441786,7.500000,PSF-00438_20251211095745_90f,300.908813,331.325775,0.091804,0.000000,0.000000,0.000000,0.5,0.80,0.001090,1.000000,28.63,28.68,20.42,16.17,16.17,90.30,156.7,158.8,-1.4,0,4.057,09:52:43,2025-12-11,-0.12,1,-0.004,-0.003,-9999.000,-0.786,-1.523,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438756,2.452819,1.655756,0.943549,0.327610,-0.044618,0.167697,0.107328,300.908813,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095745_90f,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
34,09:58:02,2025-12-11,TT25_psf_dark,eap,,4081_Tri_green,,,0.006469,2.921688,0.006455,0.065826,0.689065,0.687402,1.598378,0.909313,7.611621,7.630038,17.698889,0.441786,7.500000,PSF-00438_20251211095802_2eb,213.398331,397.140747,0.462663,0.000000,0.000000,0.000000,0.5,0.80,0.005052,1.000000,28.78,28.71,20.33,13.94,13.94,90.31,156.7,142.2,9.3,0,4.085,09:52:43,2025-12-11,-0.12,1,0.001,0.001,-9999.000,0.087,0.081,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438804,2.453051,1.655478,0.901561,0.328837,-0.066618,0.169032,0.107326,213.398331,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095802_2eb,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
35,09:58:21,2025-12-11,TT25_psf_dark,eap,redo,2289_Tri_green,,,0.006129,2.921757,0.006116,0.084527,0.676338,0.674202,1.906714,1.230376,7.464927,7.488578,21.111586,0.441786,7.500000,PSF-00438_20251211095821_ffa,141.981476,521.312012,0.727646,0.000000,0.000000,0.000000,0.5,0.80,0.114863,1.000000,28.45,28.36,20.21,16.69,16.69,90.32,156.7,158.8,-1.4,0,4.084,09:52:43,2025-12-11,-0.12,1,0.001,0.001,-9999.000,-0.264,0.091,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438312,2.452587,1.655550,0.943508,0.330416,-0.036893,0.170645,0.107656,141.981476,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095821_ffa,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
36,09:58:45,2025-12-11,TT25_psf_dark,eap,,2289_Tri_green,,,0.005631,2.922391,0.005620,0.073586,0.681673,0.679815,1.847666,1.165992,7.527089,7.547667,20.457844,0.441786,7.500000,PSF-00438_20251211095845_904,170.323135,455.633636,0.626184,0.000000,0.000000,0.000000,0.5,0.80,0.094366,1.000000,28.94,28.86,20.06,16.20,16.20,90.32,156.8,158.7,-1.2,0,4.055,09:52:43,2025-12-11,-0.12,1,-0.001,0.002,-9999.000,-0.296,-1.209,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439071,2.453336,1.656215,0.943255,0.332345,-0.040491,0.172804,0.107640,170.323135,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095845_904,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
37,09:59:21,2025-12-11,TT25_psf_dark,eap,,4582_Tri_green,,,0.002232,2.921304,0.002230,0.028947,0.695774,0.695042,1.851396,1.155622,7.696243,7.704344,20.500620,0.441786,7.500000,PSF-00438_20251211095921_0d0,365.304352,412.617432,0.114666,0.000000,0.000000,0.000000,0.5,0.80,0.019176,1.000000,29.93,29.90,19.85,16.23,16.23,90.31,156.7,158.6,-1.2,0,4.082,09:52:43,2025-12-11,-0.12,1,0.000,-0.003,-9999.000,-1.210,-1.261,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440651,2.454859,1.655076,0.942913,0.335222,-0.037828,0.176061,0.107677,365.304352,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095921_0d0,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
38,09:59:44,2025-12-11,TT25_psf_dark,eap,,1686_Tri_green,,,-0.000112,2.921330,-0.000112,-0.001250,0.688819,0.688851,1.679105,0.990286,7.628007,7.627657,18.593609,0.441786,7.500000,PSF-00438_20251211095944_de1,301.471008,395.356903,0.237471,0.000000,0.000000,0.000000,0.5,0.80,0.022456,1.000000,29.88,29.88,19.71,14.70,14.70,90.31,156.7,158.7,-1.3,0,4.082,09:52:43,2025-12-11,-0.12,1,-0.001,-0.001,-9999.000,-0.663,-0.980,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440651,2.454810,1.655103,0.943199,0.337054,-0.052158,0.178127,0.107514,301.471008,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211095944_de1,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
39,10:00:01,2025-12-11,TT25_psf_dark,eap,,4934_Tri_green,,,0.002335,2.921820,0.002333,0.029674,0.703071,0.702322,1.835265,1.132194,7.777369,7.785669,20.323357,0.441786,7.500000,PSF-00438_20251211100001_02e,512.492920,563.755249,0.090930,0.000000,0.000000,0.000000,0.5,0.80,0.008151,1.000000,30.69,30.65,19.61,16.09,16.09,90.30,156.7,156.6,0.1,0,4.081,09:52:43,2025-12-11,-0.12,1,0.001,-0.001,-9999.000,-0.616,-1.970,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.441808,2.456028,1.655616,0.937712,0.338401,-0.036712,0.179608,0.107503,512.492920,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100001_02e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
40,10:00:25,2025-12-11,TT25_psf_dark,eap,,7574_Tri_green,,,0.001766,2.921342,0.001765,0.018628,0.680739,0.680268,1.621448,0.940710,7.533546,7.538760,17.956537,0.441786,7.500000,PSF-00438_20251211100025_231,130.739090,469.052185,0.721270,0.000000,0.000000,0.000000,0.5,0.80,0.008220,1.000000,29.97,29.95,19.47,14.16,14.16,90.30,156.7,158.5,-1.2,0,4.053,09:52:43,2025-12-11,-0.12,1,0.000,-0.002,-9999.000,-0.032,0.103,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440795,2.454990,1.655116,0.942720,0.340315,-0.055118,0.181777,0.107327,130.739090,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100025_231,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
41,10:05:04,2025-12-11,TT25_psf_dark,eap,,4000_Tri_red,,,0.027079,2.921609,0.026830,0.374694,0.613319,0.603845,1.857096,1.243777,6.687372,6.792298,20.566704,0.441786,7.500000,PSF-00438_20251211100504_f11,150.736923,477.281921,0.684176,0.000000,0.000000,0.000000,0.5,0.80,0.275769,1.000000,26.74,26.33,19.63,16.28,16.28,90.30,156.7,157.7,-0.7,1,4.075,09:52:43,2025-12-11,-0.12,1,0.001,0.001,-0.022,-0.049,-0.076,2.462,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435337,2.450088,1.655395,0.940694,0.338157,-0.034967,0.215242,0.108207,150.736923,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100504_f11,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
42,10:05:51,2025-12-11,TT25_psf_dark,eap,,5229_Tri_red,,,0.004822,2.920710,0.004814,0.068437,0.711542,0.709812,1.976180,1.264639,7.860116,7.879273,21.883278,0.441786,7.500000,PSF-00438_20251211100551_fc7,213.818909,246.324417,0.131962,0.000000,0.000000,0.000000,0.5,0.80,0.038416,1.000000,30.90,30.83,19.69,17.25,17.25,90.31,156.6,158.9,-1.5,1,4.073,10:05:37,2025-12-11,-0.16,1,-0.002,-0.001,-0.022,0.882,0.078,-1.057,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442046,2.456398,1.654455,0.943604,0.337302,-0.025352,0.219921,0.107956,213.818909,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100551_fc7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
43,10:06:12,2025-12-11,TT25_psf_dark,eap,,4149_Tri_red,,,0.033227,2.923021,0.032853,0.500829,0.712405,0.699767,2.067883,1.355479,7.748804,7.888742,22.898497,0.441786,7.500000,PSF-00438_20251211100612_d28,196.162109,536.466858,0.634344,0.000000,0.000000,0.000000,0.5,0.80,0.135643,1.000000,30.93,30.39,19.70,17.97,17.97,90.31,156.9,158.8,-1.2,1,4.072,10:05:37,2025-12-11,-0.16,1,-0.000,0.000,-9999.000,-0.199,-0.090,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.441397,2.456446,1.656876,0.943433,0.337271,-0.017740,0.222015,0.107782,196.162109,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100612_d28,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
44,10:06:30,2025-12-11,TT25_psf_dark,eap,,2329_Tri_red,,,-0.004188,2.922565,-0.004194,-0.052673,0.708790,0.710120,1.827039,1.118248,7.862896,7.848173,20.230129,0.441786,7.500000,PSF-00438_20251211100630_c73,245.966797,335.197815,0.266204,0.000000,0.000000,0.000000,0.5,0.80,0.038466,1.000000,30.80,30.86,19.68,16.02,16.02,90.31,156.8,158.6,-1.1,0,4.044,10:05:37,2025-12-11,-0.16,1,0.002,-0.000,-9999.000,-0.123,-0.460,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.442100,2.456255,1.656398,0.942829,0.337456,-0.038201,0.223737,0.107626,245.966797,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100630_c73,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
45,10:06:46,2025-12-11,TT25_psf_dark,eap,,2996A2_Tri_red,,,-0.000120,2.921713,-0.000120,-0.001459,0.742945,0.742982,1.824011,1.081066,8.226877,8.226469,20.196882,0.441786,7.500000,PSF-00438_20251211100646_6d5,391.074646,549.834595,0.288741,0.000000,0.000000,0.000000,0.5,0.80,0.006229,1.000000,32.33,32.34,19.66,15.99,15.99,90.31,156.7,158.4,-1.1,0,4.067,10:05:37,2025-12-11,-0.16,1,0.002,0.001,-9999.000,-0.729,-0.410,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.444260,2.458516,1.655504,0.942311,0.337771,-0.038221,0.225201,0.107350,391.074646,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211100646_6d5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-10T14:09:08.064Z
