flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00438_20251204103902_d44,10:39:02,2025-12-04,PFA-00474,PSA-00486,PSF-00438,523.548950,176.643127,0.662604,0.000000,0.000000,0.000000,1.368718

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,352.994080,5996.140625
0.010000,442.135345,5996.140625
0.020000,462.575928,5996.140625
0.030000,474.980591,5996.140625
0.040000,482.614166,5996.140625
0.050000,486.895325,5996.140625
0.060000,489.460938,5996.140625
0.070000,491.205109,5996.140625
0.080000,492.643829,5996.140625
0.090000,494.020691,5996.140625
0.100000,495.477661,5996.140625
0.110000,496.982208,5996.140625
0.120000,498.632660,5996.140625
0.130000,500.290283,5996.140625
0.140000,502.011536,5996.140625
0.150000,503.758911,5996.140625
0.160000,505.482666,5996.140625
0.170000,507.139923,5996.140625
0.180000,508.749603,5996.140625
0.190000,510.271667,5996.140625
0.200000,511.717560,5996.140625
0.210000,513.023987,5996.140625
0.220000,514.260620,5996.140625
0.230000,515.363220,5996.140625
0.240000,516.396790,5996.140625
0.250000,517.300110,5996.140625
0.260000,518.136597,5996.140625
0.270000,518.895508,5996.140625
0.280000,519.526733,5996.140625
0.290000,520.125366,5996.140625
0.300000,520.658997,5996.140625
0.310000,521.085999,5996.140625
0.320000,521.454346,5996.140625
0.330000,521.799805,5996.140625
0.340000,522.086243,5996.140625
0.350000,522.317261,5996.140625
0.360000,522.524353,5996.140625
0.370000,522.747498,5996.140625
0.380000,522.893799,5996.140625
0.390000,523.016479,5996.140625
0.400000,523.168091,5996.140625
0.410000,523.233521,5996.140625
0.420000,523.303955,5996.140625
0.430000,523.355469,5996.140625
0.440000,523.427368,5996.140625
0.450000,523.466003,5996.140625
0.460000,523.477783,5996.140625
0.470000,523.496765,5996.140625
0.480000,523.515015,5996.140625
0.490000,523.533203,5996.140625
0.500000,523.548950,5996.140625
0.510000,523.507446,5996.140625
0.520000,523.530701,5996.140625
0.530000,523.498901,5996.140625
0.540000,523.494629,5996.140625
0.550000,523.469543,5996.140625
0.560000,523.464539,5996.140625
0.570000,523.417358,5996.140625
0.580000,523.386230,5996.140625
0.590000,523.384460,5996.140625
0.600000,523.388733,5996.140625
0.610000,523.320801,5996.140625
0.620000,523.290039,5996.140625
0.630000,523.257874,5996.140625
0.640000,523.224609,5996.140625
0.650000,523.199585,5996.140625
0.660000,523.177734,5996.140625
0.670000,523.125549,5996.140625
0.680000,523.062561,5996.140625
0.690000,523.049011,5996.140625
0.700000,523.047180,5996.140625
0.710000,522.969238,5996.140625
0.720000,522.929199,5996.140625
0.730000,522.902039,5996.140625
0.740000,522.865540,5996.140625
0.750000,522.814758,5996.140625
0.760000,522.754333,5996.140625
0.770000,522.741455,5996.140625
0.780000,522.679199,5996.140625
0.790000,522.647400,5996.140625
