SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
23,10:38:49,2025-12-04,g34p_dark,mrk,,,3708_Tri_blue,,0.001722,2.922034,0.001721,0.020425,0.759044,0.758523,1.827113,1.068070,8.311075,8.316784,20.019541,0.441786,7.500000,PSF-00438_20251204103849_610,141.222961,233.551025,0.395323,0.000000,0.000000,0.000000,0.5,0.80,0.215920,1.000000,32.19,32.17,20.08,16.02,16.02,91.27,156.7,158.5,-1.1,1,4.094,10:31:00,2025-12-04,-0.11,1,-0.001,-0.003,-9999.000,-1.314,-13.973,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.443944,2.458158,1.655841,0.942564,0.332163,-0.042469,0.109190,0.108529,141.222961,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204103849_610,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
24,10:39:02,2025-12-04,g34p_dark,mrk,,,3708_Tri_blue,,0.005349,2.922996,0.005340,0.059479,0.761154,0.759638,1.763707,1.002553,8.323404,8.340016,19.325064,0.441786,7.500000,PSF-00438_20251204103902_d44,176.643127,523.548950,0.662604,0.000000,0.000000,0.000000,0.5,0.80,0.345047,1.000000,32.41,32.34,20.01,15.47,15.47,91.27,156.9,105.7,32.6,1,4.121,10:31:00,2025-12-04,-0.11,1,0.000,-0.008,-9999.000,0.170,0.314,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.444208,2.458486,1.656849,0.814538,0.333009,-0.047521,0.110741,0.108472,176.643127,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204103902_d44,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
25,10:39:32,2025-12-04,g34p_dark,mrk,,,3371_Tri_blue,,0.011983,2.921629,0.011934,0.121059,0.774271,0.771183,1.687652,0.913381,8.449512,8.483354,18.490866,0.441786,7.500000,PSF-00438_20251204103932_810,217.259293,339.419250,0.359909,0.000000,0.000000,0.000000,0.5,0.80,0.356774,1.000000,33.23,33.09,19.89,14.78,14.78,91.27,156.7,158.7,-1.3,2,4.120,10:31:00,2025-12-04,-0.11,1,-0.089,-0.217,-0.045,-167.386,101.501,50.824,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.445320,2.459706,1.655417,0.943107,0.334708,-0.053230,0.114253,0.109530,217.259293,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204103932_810,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
1,10:41:35,2025-12-04,g34p_dark,mrk,,,5229_Tri_blue,,-0.008887,2.922031,-0.008914,-0.123051,0.742449,0.745589,1.983442,1.240993,8.169558,8.135158,21.732958,0.441786,7.500000,PSF-00438_20251204104135_fcd,260.644897,515.362854,0.494250,0.000000,0.000000,0.000000,0.5,0.80,0.333459,1.000000,32.61,32.75,19.51,17.31,17.31,91.26,156.7,158.6,-1.2,2,4.117,10:40:22,2025-12-04,-0.23,1,-0.002,-0.000,-0.002,0.347,0.798,3.646,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.444893,2.459056,1.655837,0.942916,0.339807,-0.022735,0.344181,0.108818,260.644897,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104135_fcd,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
2,10:42:45,2025-12-04,g34p_dark,mrk,,,4505_Tri_blue,,-0.007333,2.920208,-0.007352,-0.089778,0.736038,0.738332,1.834879,1.098841,8.089540,8.064404,20.103855,0.441786,7.500000,PSF-00438_20251204104245_a0f,189.528473,360.698090,0.474551,0.000000,0.000000,0.000000,0.5,0.80,0.787970,1.000000,32.77,32.88,19.29,16.09,16.09,91.27,156.5,158.4,-1.2,4,4.115,10:40:22,2025-12-04,-0.23,1,-0.003,-0.020,-0.141,-0.404,-1.561,163.646,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.445112,2.459331,1.653932,0.942301,0.342793,-0.033269,0.347154,0.111035,188.250305,0.000233,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104245_a0f,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
3,10:43:48,2025-12-04,g34p_dark,mrk,,,1926_Tri_purple,,0.000325,2.920306,0.000325,0.004563,0.785085,0.784969,2.046417,1.261332,8.600418,8.601695,22.421326,0.441786,7.500000,PSF-00438_20251204104348_6a0,135.090347,483.517181,0.720609,0.000000,0.000000,0.000000,0.5,0.80,0.093011,1.000000,35.36,35.36,19.11,17.81,17.81,91.27,156.5,158.9,-1.5,0,4.113,10:40:22,2025-12-04,-0.23,1,0.001,0.010,-0.076,0.309,0.247,28.959,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448724,2.463128,1.654034,0.943556,0.345347,-0.013100,0.350405,0.107591,135.090347,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104348_6a0,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
4,10:44:36,2025-12-04,g34p_dark,mrk,,,4414_Tri_purple,,-0.007364,2.922556,-0.007382,-0.095129,0.745071,0.747497,1.904160,1.159090,8.189593,8.163011,20.862024,0.441786,7.500000,PSF-00438_20251204104436_216,159.407623,565.929321,0.718326,0.000000,0.000000,0.000000,0.5,0.80,0.077752,1.000000,33.82,33.93,18.98,16.67,16.67,91.27,156.8,158.6,-1.2,0,4.113,10:40:22,2025-12-04,-0.23,1,0.003,0.002,0.002,0.087,-0.131,-0.297,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.446701,2.460922,1.656388,0.943000,0.347090,-0.023807,0.353046,0.107544,159.407623,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104436_216,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
5,10:45:28,2025-12-04,g34p_dark,mrk,,,3043_Tri_purple,,0.084557,2.922839,0.082179,1.057264,0.754071,0.727115,1.911137,1.157066,7.966706,8.262050,20.939548,0.441786,7.500000,PSF-00438_20251204104528_ffc,138.983490,558.226318,0.751027,0.000000,0.000000,0.000000,0.5,0.80,0.831669,1.000000,34.53,33.30,18.84,16.73,16.73,91.27,156.8,158.6,-1.1,3,4.111,10:40:22,2025-12-04,-0.23,1,-0.004,0.042,0.052,0.018,64.499,8.177,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.445810,2.461983,1.656685,0.942890,0.349058,-0.021679,0.355933,0.109791,138.983490,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104528_ffc,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
6,10:45:58,2025-12-04,g34p_dark,mrk,,,614_Tri_purple,,-0.006630,2.919509,-0.006645,-0.070565,0.739498,0.741302,1.695747,0.956250,8.122030,8.102263,18.579359,0.441786,7.500000,PSF-00438_20251204104558_f79,111.410378,459.172729,0.757367,0.000000,0.000000,0.000000,0.5,0.80,0.312256,1.000000,34.04,34.13,18.76,14.86,14.86,91.27,156.4,158.7,-1.5,1,4.110,10:40:22,2025-12-04,-0.23,1,-0.012,-0.096,-0.105,1.336,59.875,80.908,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.447021,2.461286,1.653202,0.943283,0.350227,-0.040287,0.357605,0.108228,111.410378,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104558_f79,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
7,10:46:30,2025-12-04,g34p_dark,mrk,,,43_Tri_pink_blue,,0.000031,2.922152,0.000031,0.000366,0.731215,0.731206,1.806279,1.075063,8.011988,8.012090,19.791800,0.441786,7.500000,PSF-00438_20251204104630_e55,157.237534,445.779572,0.647275,0.000000,0.000000,0.000000,0.5,0.80,0.155906,1.000000,33.87,33.87,18.66,15.84,15.84,91.26,156.8,158.6,-1.2,1,4.109,10:40:22,2025-12-04,-0.23,1,-0.000,-0.001,-9999.000,-0.184,0.009,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.446667,2.461051,1.655964,0.942916,0.351609,-0.029014,0.359323,0.107843,157.237534,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104630_e55,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
8,10:47:10,2025-12-04,g34p_dark,mrk,,,2416_Tri_green_blue,,0.003383,2.922706,0.003379,0.047103,0.720969,0.719767,1.974469,1.253500,7.886456,7.899621,21.634163,0.441786,7.500000,PSF-00438_20251204104710_fa5,256.200317,288.290253,0.111311,0.000000,0.000000,0.000000,0.5,0.80,0.008260,1.000000,33.64,33.59,18.54,17.24,17.24,91.27,156.8,158.9,-1.3,0,4.107,10:40:22,2025-12-04,-0.23,1,-0.000,-0.003,-0.033,-0.197,-0.215,136.722,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.446281,2.460744,1.656545,0.943606,0.353285,-0.013002,0.361609,0.107468,256.200317,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104710_fa5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
9,10:48:02,2025-12-04,g34p_dark,mrk,,,916_Tri_green_blue,,-0.009946,2.922449,-0.009980,-0.125166,0.719648,0.722842,1.848357,1.128709,7.918559,7.883570,20.248314,0.441786,7.500000,PSF-00438_20251204104802_238,142.186401,325.266113,0.562861,0.000000,0.000000,0.000000,0.5,0.80,0.160546,1.000000,33.88,34.03,18.40,16.20,16.20,91.28,156.8,158.6,-1.2,1,4.106,10:40:22,2025-12-04,-0.23,1,-0.002,-9999.000,-9999.000,0.152,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.446948,2.461116,1.656275,0.943018,0.355288,-0.022448,0.364449,0.107942,142.186401,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104802_238,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
10,10:48:28,2025-12-04,g34p_dark,mrk,,,4444 (2988)_Tri_red_blue,,-0.007981,2.921180,-0.008003,-0.100337,0.715934,0.718497,1.844286,1.128352,7.871113,7.843035,20.204102,0.441786,7.500000,PSF-00438_20251204104828_f6d,237.491730,427.519806,0.444490,0.000000,0.000000,0.000000,0.5,0.80,0.115120,1.000000,33.85,33.97,18.33,16.17,16.17,91.28,156.6,158.5,-1.2,1,4.106,10:40:22,2025-12-04,-0.23,1,-0.001,-0.001,-9999.000,-0.547,-1.281,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.446884,2.461094,1.654947,0.942707,0.356305,-0.022045,0.365985,0.107883,237.429138,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104828_f6d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
11,10:49:23,2025-12-04,g34p_dark,mrk,Flag,,3427_Tri_green,,0.044636,2.921182,0.043964,0.589507,0.734148,0.719093,1.940145,1.205997,7.878123,8.043053,21.255516,0.441786,7.500000,PSF-00438_20251204104923_6e7,245.717880,278.980133,0.119228,0.000000,0.000000,0.000000,0.5,0.80,0.086697,1.000000,35.01,34.29,18.20,16.96,16.96,91.28,156.6,132.3,15.5,2,4.104,10:40:22,2025-12-04,-0.23,1,-0.004,-0.010,-0.071,0.285,-0.071,106.823,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.447367,2.462801,1.654949,0.877297,0.358240,-0.012196,0.369433,0.108936,245.717880,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204104923_6e7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
12,10:51:16,2025-12-04,g34p_dark,mrk,,,3526_Tri_green,,0.014927,2.922288,0.014851,0.175124,0.727861,0.723392,1.789349,1.061488,7.925263,7.974219,19.603561,0.441786,7.500000,PSF-00438_20251204105116_bd3,203.585739,316.433441,0.356624,0.000000,0.000000,0.000000,0.5,0.80,0.774824,1.000000,35.25,35.04,17.95,15.69,15.69,91.28,156.8,158.7,-1.2,5,4.102,10:50:53,2025-12-04,0.04,1,-0.003,-0.041,-0.123,0.871,10.748,195.124,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448493,2.462814,1.656107,0.943187,0.361836,-0.022880,0.376227,0.112187,203.585739,0.000233,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105116_bd3,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
13,10:51:43,2025-12-04,g34p_dark,mrk,,,4959_Tri_green,,0.017559,2.921433,0.017454,0.191425,0.730993,0.726106,1.718692,0.987698,7.954488,8.008035,18.828274,0.441786,7.500000,PSF-00438_20251204105143_6fd,148.156998,208.019257,0.287773,0.000000,0.000000,0.000000,0.5,0.80,0.476781,1.000000,35.53,35.29,17.89,15.07,15.07,91.28,156.7,158.7,-1.3,4,4.101,10:50:53,2025-12-04,0.04,1,-0.011,-0.087,-0.097,-0.238,82.019,106.408,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448869,2.463223,1.655212,0.943106,0.362640,-0.028824,0.377890,0.111027,148.156998,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105143_6fd,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
14,10:52:30,2025-12-04,g34p_dark,mrk,,,1686_Tri_green,,0.036665,2.921949,0.036211,0.442323,0.733132,0.721843,1.832501,1.099369,7.907765,8.031443,20.074999,0.441786,7.500000,PSF-00438_20251204105230_b3a,223.465210,320.299744,0.302325,0.000000,0.000000,0.000000,0.5,0.80,0.466083,1.000000,35.85,35.30,17.80,16.07,16.07,91.28,156.7,153.1,2.3,4,4.100,10:50:53,2025-12-04,0.04,1,-0.001,-9999.000,-9999.000,0.187,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448901,2.463712,1.655751,0.928809,0.364068,-0.017336,0.380688,0.110768,223.465210,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105230_b3a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
15,10:52:50,2025-12-04,g34p_dark,mrk,,,1686_Tri_green,,0.011551,2.922825,0.011506,0.137103,0.738937,0.735440,1.811448,1.072512,8.056833,8.095140,19.844639,0.441786,7.500000,PSF-00438_20251204105250_2de,341.211304,374.053711,0.087801,0.000000,0.000000,0.000000,0.5,0.80,0.130585,1.000000,36.25,36.08,17.75,15.89,15.89,91.28,156.8,158.8,-1.2,4,4.072,10:50:53,2025-12-04,0.04,1,-0.001,-0.000,-9999.000,0.342,-0.555,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.450026,2.464295,1.656670,0.943414,0.364795,-0.018699,0.381922,0.110646,341.211304,0.000231,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105250_2de,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
16,10:53:28,2025-12-04,g34p_dark,mrk,,,2289_Tri_green,,0.017363,2.921119,0.017260,0.183150,0.726415,0.721737,1.682219,0.955804,7.906829,7.958077,18.429169,0.441786,7.500000,PSF-00438_20251204105328_dff,137.883789,515.737671,0.732647,0.000000,0.000000,0.000000,0.5,0.80,0.917338,1.000000,35.82,35.59,17.67,14.73,14.73,91.28,156.6,158.8,-1.4,3,4.099,10:50:53,2025-12-04,0.04,1,-0.005,-0.035,-0.100,0.572,9.487,131.337,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.449337,2.463686,1.654882,0.943301,0.365978,-0.029836,0.384231,0.110117,137.883789,0.000233,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105328_dff,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
17,10:54:26,2025-12-04,g34p_dark,mrk,,,5742_Tri_yellow,,0.017247,2.922103,0.017145,0.194480,0.712005,0.707041,1.733550,1.021545,7.745614,7.799998,18.990995,0.441786,7.500000,PSF-00438_20251204105426_a3b,142.077332,518.800354,0.726143,0.000000,0.000000,0.000000,0.5,0.80,0.920394,1.000000,35.36,35.12,17.55,15.20,15.20,91.28,156.8,151.3,3.5,3,4.097,10:50:53,2025-12-04,0.04,1,-0.002,-0.005,-0.051,0.118,-0.049,70.934,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448684,2.463053,1.655913,0.924247,0.367684,-0.023757,0.387614,0.110152,142.077332,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105426_a3b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
18,10:54:48,2025-12-04,g34p_dark,mrk,,,4576_Tri_yellow,,0.040488,2.923931,0.039935,0.392419,0.719819,0.709817,1.605391,0.885572,7.775833,7.885401,17.586575,0.441786,7.500000,PSF-00438_20251204105448_f14,136.122467,478.451721,0.715494,0.000000,0.000000,0.000000,0.5,0.80,0.227521,1.000000,35.84,35.35,17.51,14.01,14.01,91.29,157.0,158.7,-1.1,1,4.097,10:50:53,2025-12-04,0.04,1,-0.025,-0.123,-0.050,0.333,100.272,85.603,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.449023,2.463758,1.657833,0.943043,0.368295,-0.035612,0.388901,0.108016,136.122467,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105448_f14,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
19,10:55:15,2025-12-04,g34p_dark,mrk,,,3829_Tri_yellow,,0.016709,2.920016,0.016614,0.188626,0.711014,0.706191,1.733557,1.022543,7.735903,7.788738,18.990082,0.441786,7.500000,PSF-00438_20251204105515_f97,139.195557,212.910538,0.346225,0.000000,0.000000,0.000000,0.5,0.80,0.441652,1.000000,35.51,35.27,17.46,15.20,15.20,91.29,156.5,154.9,1.0,3,4.096,10:50:53,2025-12-04,0.04,1,-0.020,-0.079,-0.047,0.924,98.860,87.562,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448924,2.463286,1.653731,0.933418,0.368996,-0.022809,0.390550,0.110170,139.236694,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105515_f97,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
20,10:55:41,2025-12-04,g34p_dark,mrk,,,774_Tri_yellow,,0.013076,2.920123,0.013018,0.154451,0.707950,0.704001,1.776360,1.068410,7.711510,7.754771,19.457951,0.441786,7.500000,PSF-00438_20251204105541_335,283.596039,416.207306,0.318618,0.000000,0.000000,0.000000,0.5,0.80,0.134758,1.000000,35.46,35.26,17.42,15.58,15.58,91.29,156.5,158.8,-1.5,1,4.095,10:50:53,2025-12-04,0.04,1,-0.002,-9999.000,-9999.000,0.962,-9999.000,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.448917,2.463217,1.653843,0.943472,0.369655,-0.018371,0.392151,0.108252,283.596039,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105541_335,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
21,10:56:03,2025-12-04,g34p_dark,mrk,,,2988_Tri_yellow,,0.031633,2.920796,0.031294,0.324097,0.729555,0.721274,1.662661,0.933107,7.900605,7.991312,18.212265,0.441786,7.500000,PSF-00438_20251204105603_110,135.893219,326.657654,0.583989,0.000000,0.000000,0.000000,0.5,0.80,0.389639,1.000000,36.61,36.20,17.39,14.55,14.55,91.29,156.6,158.6,-1.3,2,4.095,10:50:53,2025-12-04,0.04,1,-0.101,-0.203,0.001,5.272,131.501,66.314,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.450269,2.464894,1.654545,0.942836,0.370126,-0.028717,0.393423,0.108801,136.022690,0.000233,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251204105603_110,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-05T12:52:23.367Z
