"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt._Fo'","DarkPulseID","Fmin","Fo'","Fv'/Fm'","qP","qN","qP_Fo","qN_Fo","qL","1-qL","ID","P1_dur","P1_Fmax","T@P1_Fmax","Q@P1_Fmax","P1_PredF","P1_ΔF","P2_dur","P2_ramp","P2_int","P2_int_se","P2_slp","P2_slp_se","P2_R2","P2_dQdt","P3_dur","P3_Fmax","T@P3_Fmax","Q@P3_Fmax","P3_PredF","P3_ΔF","ID","Dur","DCo","InitSlope","Fo","F1","T@F1","T@HIR","F2","T@F2","DCmax","T@DCmax","PhiPS2_dc","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","TIME","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time","hhmmss","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","F:MN","F:SLP","F:SD","F:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA"
"1","1741709663.6","0","20250311 11:14:23","11:14:23","5","6483_mai_yellow","stan","1741709655.8499994","0.0004915489555941681","0.4915489555941681","3.808000877974555","415.1755999999999","194.45865412301984","17.519110692707724","37.403875523636636","0.028833877213254963","2.7482792577278836","0.028666864987130267","0.017931715223328676","193.81629800000002","23.794362154232477","21.673386666666662","2.6011095892656546","39.25813144092262","1.0879407601809075","2.7712494717638028","1.5131688290847471","-21.67730894170281","154.15653941401774","11.532792638296891","337.8283211106118","14.0","3.0","1","0","48338.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1200.0216666666668","1009.2062000000001","0.8409899821253227","0.16151066550187287","6.0","0.5","0: Broadleaf","2.0","1741709655.8499994","415.1755999999999","419.98996666666676","12.075926666666668","11.493206666666664","416.7095999999999","12.050926666666667","500.0134333333333","89.99168","0.10001981000000001","22.713823333333334","21.673386666666662","999.9000000000002","0.0","0.0","10001.671","0.0","204.83553333333336","-4.780871333333334","420.2876666666667","424.8730333333334","0.5905831666666667","419.98996666666676","11.493206666666664","1.0874406666666667","1.0342926666666667","8.143771333333332","7.4086240000000005","1200.0216666666668","0.9669995333333335","0.03300026333333333","0.0","2.229773333333333","0.0","7671.876999999999","10007.196666666667","39.52059999999998","41.224799999999995","40.037199999999984","41.54973333333332","38.78306666666665","1160.4216666666664","39.599999999999994","0.0","1741709662.7","0.0","2.2157846153846155","0.6948854706285275","-3.264957294785588","7671.7730769230775","15.0","1741709685.1","11:14:45","1741709685.1","1741709681.6","1","-0.029","-0.001","-1.534","0.025","420.0","11.0","0.33","0.09","-4.796841","0.42272915572233605","0.06238091109466101","1","2.183341176470588","0.7549274249420062","0.19028737109597138","-1","0.5911917499999999","-0.014831639774858438","0.0014988385962137463","1","2","2","2/2","3.13515","2.76035","0.0944379","0.0941052","0.065505","0.0625511","29271.3","29220.1","30005","29778.5","37108.1","37008.8","42279.5","42317.9","1.97585","1.9806","0.086911","0","20.2259","999.9","32.5","25.1","11.5521","62.1119","30.2965","1","-0.428753","0","20.4211","5.22373","12.0099","4.99345","3.29","9999.0","9999.0","9999.0","999.9","1.86692","1.86614","1.86553","1.86549","1.86729","1.86988","1.86844","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100","100","-1.534","0.025","-1.0924449641982261","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.03161746272271657","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1309.5","1309.5","1.0376","2.26929","1.39771","2.3645","1.49536","2.55127","29.3039","15.8832","18","465.5","458.934","21.5388","21.9244","30.0002","21.8816","21.8231","20.7627","-30","-30","-999.9","420","0","102.629","101.749",NA
"2","1741709746.5","82.90000009536743","20250311 11:15:46","11:15:46","5","6483_mai_yellow","stan","1741709738.5","0.0004727460801574689","0.4727460801574689","3.713104396865466","415.32035483870953","192.1174931391277","17.3082861484789","37.41712130102811","0.02777904379894151","2.7477945707702722","0.027623965068484833","0.017278839071703963","177.86873323082767","23.716404996360883","21.644361290322582","2.596497296204948","39.15562438199922","1.0862058170820004","2.7740735442884557","1.5102914791229476","-20.84810213494438","160.916815154038","12.03992230486901","329.9773685547903","14.0","3.0","1","0","48253.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1100.0980645161292","925.2704996516073","0.8410800177696717","0.16168443429546625","6.0","0.5","0: Broadleaf","2.0","1741709738.5","415.32035483870953","420.0117096774193","12.05660322580645","11.496145161290322","416.84135483870955","12.03160322580645","499.9978387096774","89.9922129032258","0.09997946129032258","22.730616129032256","21.644361290322582","999.9000000000003","0.0","0.0","9998.73741935484","0.0","204.64587096774193","-4.699801290322579","420.38309677419363","424.89635483870967","0.5671665483870968","420.0117096774193","11.496145161290322","1.0856045161290324","1.034564193548387","8.118901612903224","7.412449677419354","1100.0980645161292","0.9639994838709675","0.03600050645161291","0.0","2.1109548387096773","0.0","6978.469677419354","9164.888709677422","39.68525806451613","41.02190322580643","40.35267741935483","41.27593548387095","38.73567741935484","1060.4941935483869","39.60419354838709","0.0","1741709746.1","0.0","2.124168","0.06095384811668062","-16.861538483919112","6978.1804","15.0","1741709764.5","11:16:04","1741709764","1741709764.5","2","0.013","0.001","-1.521","0.025","420.0","11.0","0.33","0.11","-4.702134390243902","0.13966515679442745","0.03230154365025255","1","2.145694117647059","-0.12795416570885135","0.20730317658979916","-1","0.5677760243902439","-0.011109616724737262","0.001271520953814959","1","2","2","2/2","3.13503","2.76028","0.0944687","0.0941037","0.0654156","0.0625562","29271.6","29220.3","30006.3","29778.7","37113.6","37008.7","42281.6","42318.1","1.975","1.98048","0.0862554","0","20.2286","999.9","32.5","25.2","11.6217","62.2118","30.2965","1","-0.428986","0","20.4199","5.22478","12.0099","4.99235","3.29","9999.0","9999.0","9999.0","999.9","1.86691","1.86614","1.86548","1.86548","1.86728","1.86987","1.86844","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.521","0.025","-1.121247280992656","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.032527788359366774","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.0","1.1","1.0376","2.26196","1.39648","2.36572","1.49536","2.6416","29.3251","15.8832","18","464.989","458.825","21.5427","21.9244","30","21.8798","21.8195","20.7617","-30","-30","-999.9","420","0","102.634","101.75",NA
"3","1741709825.5","161.90000009536743","20250311 11:17:05","11:17:05","5","6483_mai_yellow","stan","1741709817.5","0.0004463990708870163","0.4463990708870163","3.5465997944280208","415.5031290322581","190.38579874495727","17.15225711616825","37.43355097236469","0.026287311745813932","2.7481753183109654","0.02614841543078601","0.0163551776175535","161.92079925540926","23.563400054429902","21.604041935483874","2.5901022090409533","39.19819939112013","1.0834296202099456","2.763978032254674","1.5066725888310077","-19.686199026117418","158.00841953260797","11.814643644974437","312.05766340687427","14.0","3.0","1","0","48249.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","1000.0260967741934","841.2222498966686","0.8412002972824589","0.16191657375514582","6.0","0.5","0: Broadleaf","2.0","1741709817.5","415.5031290322581","419.9816129032258","12.025800000000004","11.496564516129032","417.03212903225807","12.000800000000003","500.0013548387098","89.99211290322582","0.09999075806451613","22.67051612903226","21.604041935483874","999.9000000000003","0.0","0.0","10001.006451612904","0.0","204.76777419354838","-4.465932580645162","420.5763225806452","424.8660322580646","0.5361953225806452","419.9816129032258","11.496564516129032","1.0828538709677418","1.0345996774193547","8.081583548387096","7.412963870967741","1000.0260967741934","0.9599908709677419","0.04000917741935484","0.0","2.2247516129032254","0.0","6292.972903225808","8320.21935483871","37.596516129032246","38.67916129032257","38.72158064516128","37.75380645161289","36.743709677419346","960.0154838709675","40.01096774193548","0.0","1741709824.7","0.0","2.2214230769230765","0.7689982794836417","3.5381196425492347","6292.969615384616","15.0","1741709842.5","11:17:22","1741709842.5","1741709842.5","3","-0.007","-0.001","-1.529","0.025","420.0","11.0","0.23","0.09","-4.493928536585366","0.4238588153310119","0.05787123905752787","1","2.2142794117647058","0.44136745070924877","0.1834952488235879","-1","0.5369351707317073","-0.01993306620209193","0.002075925275952519","1","2","2","2/2","3.135","2.76028","0.0944913","0.0940977","0.0652924","0.0625614","29270.2","29219.4","30005.7","29777.6","37118.1","37007.3","42281.1","42316.7","1.9749","1.9804","0.0830218","0","20.2223","999.9","32.5","25.2","11.6205","62.3518","30.2885","1","-0.428951","0","20.421","5.22493","12.0099","4.9922","3.29","9999.0","9999.0","9999.0","999.9","1.86693","1.86614","1.86551","1.86554","1.86729","1.86988","1.86844","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.529","0.025","-1.1081543233493143","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.03188810851101393","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.0","1.0","1.03638","2.25952","1.39648","2.36572","1.49536","2.65381","29.3464","15.8745","18","464.909","458.753","21.5444","21.9225","30.0001","21.8771","21.8165","20.7622","-30","-30","-999.9","420","0","102.632","101.746",NA
"4","1741709903.5","239.90000009536743","20250311 11:18:23","11:18:23","5","6483_mai_yellow","stan","1741709895.5","0.0004209270249331564","0.42092702493315637","3.429484009424447","415.67538709677416","186.40718018068645","16.79355535348595","37.448491069522866","0.02492480275260415","2.7476942404947673","0.0247998730071555","0.01551109274662809","145.93085433474036","23.346887242899175","21.530003225806446","2.5783947694854414","39.38026139895655","1.080339323160185","2.7433523414570598","1.4980554463252564","-18.562881799552198","150.67060082988738","11.256645287581886","289.2952186526574","14.0","3.0","1","0","48280.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","899.9880322580647","757.1779079187189","0.8413199740211701","0.1621475498608584","6.0","0.5","0: Broadleaf","2.0","1741709895.5","415.67538709677416","420.00083870967745","11.99168387096774","11.492616129032259","417.19538709677414","11.96668387096774","499.98751612903226","89.99072258064515","0.09998818064516131","22.54712903225807","21.530003225806446","999.9000000000003","0.0","0.0","9998.308064516128","0.0","204.99374193548385","-4.329428387096775","420.71893548387095","424.8839032258064","0.5049751612903226","420.00083870967745","11.492616129032259","1.0796712903225807","1.0342287096774194","8.038310322580646","7.407707096774193","899.9880322580647","0.9560025483870966","0.04399706451612904","0.0","2.180393548387097","0.0","5629.892258064517","7478.091612903225","36.76790322580644","38.72754838709677","38.01390322580644","37.403032258064506","36.23364516129031","860.3896774193548","39.59870967741934","0.0","1741709902.7","0.0","2.1892038461538457","-0.5542324665317457","10.255384641441399","5629.908076923077","15.0","1741709921.5","11:18:41","1741709920.5","1741709921.5","4","0.008","0.0","-1.52","0.025","420.0","11.0","0.37","0.15","-4.3100017500000005","-0.15469362101312548","0.06845373236308962","1","2.18065","0.1013063458767518","0.21327837960253343","-1","0.5053299","-0.010353590994373304","0.0011652051922301093","1","2","2","2/2","3.13499","2.76023","0.0945285","0.0940847","0.0651456","0.0625422","29269.6","29220.8","30006.2","29778.5","37124.3","37009.4","42281.4","42318.2","1.975","1.98027","0.079602","0","20.2033","999.9","32.5","25.2","11.6208","62.4718","30.2764","1","-0.429172","0","20.4234","5.22672","12.0099","4.9917","3.29","9999.0","9999.0","9999.0","999.9","1.86691","1.86611","1.86549","1.86551","1.86728","1.86987","1.86844","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.52","0.025","-1.1154849957902415","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.03249628887823566","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.0","1.0","1.0376","2.26685","1.39648","2.37427","1.49536","2.56958","29.3676","15.8657","18","464.941","458.654","21.5336","21.9207","30","21.8743","21.814","20.7584","-30","-30","-999.9","420","0","102.633","101.75",NA
"5","1741709982.5","318.90000009536743","20250311 11:19:42","11:19:42","5","6483_mai_yellow","stan","1741709974.5","0.0003981694108195425","0.3981694108195425","3.356573692864474","415.7835806451613","180.41443759995926","16.25380793997915","37.4585679189835","0.02372128315746098","2.7474365670533567","0.023608086724171924","0.014765179304006204","129.99726308161442","23.17254215595101","21.454822580645164","2.5665541946011343","39.481559813718846","1.07782103644618","2.7299352951897924","1.4887331581549543","-17.559271017141825","149.83894549694867","11.18669137727603","273.4636289386973","14.0","3.0","1","0","48357.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","800.0042903225805","673.2039035321752","0.841500366530189","0.16249570740326466","6.0","0.5","0: Broadleaf","2.0","1741709974.5","415.7835806451613","420.01016129032257","11.963625806451615","11.49153548387097","417.2995806451613","11.937625806451615","499.9965161290323","89.99149677419354","0.10000674516129035","22.466429032258063","21.454822580645164","999.9000000000003","0.0","0.0","9996.694193548388","0.0","204.57593548387095","-4.226432580645161","420.8201612903226","424.8927741935484","0.4767706129032258","420.01016129032257","11.49153548387097","1.0770448387096772","1.0341387096774195","8.002507096774194","7.406452903225806","800.0042903225805","0.9499882580645161","0.050011548387096795","0.0","2.2422548387096777","0.0","4974.296774193549","6634.158387096776","37.24187096774194","39.8686451612903","38.46138709677419","38.953354838709664","36.80206451612903","759.9945161290323","40.01","0.0","1741709981.9","0.0","2.2251000000000003","-0.8669059865631031","9.789743563095946","4974.348846153847","15.0","1741710002.5","11:20:02","1741709999.5","1741710002.5","5","0.004","0.001","-1.516","0.026","420.0","11.0","0.37","0.15","-4.2178865853658545","0.04145749128919113","0.040902547097607295","1","2.212991176470588","-0.14083880986241754","0.2249295633116223","-1","0.47735731707317075","-0.015543637630663455","0.001598997253449102","1","2","2","2/2","3.13504","2.76013","0.0945506","0.094097","0.0650317","0.0625415","29269","29220","30006.3","29778.1","37129.4","37009","42282","42317.8","1.97512","1.98018","0.076592","0","20.1801","999.9","32.5","25.2","11.6226","62.3718","30.1282","1","-0.429096","0","20.4241","5.22687","12.0099","4.9931","3.29","9999.0","9999.0","9999.0","999.9","1.86692","1.86615","1.86548","1.86553","1.86732","1.86988","1.86844","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.516","0.026","-1.1071838251429538","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.03235126585345422","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.0","1.0","1.03638","2.25464","1.39771","2.36816","1.49536","2.6355","29.3676","15.8657","18","465.014","458.593","21.5149","21.9207","30.0001","21.8743","21.814","20.757","-30","-30","-999.9","420","0","102.634","101.748",NA
"6","1741710063.5","399.90000009536743","20250311 11:21:03","11:21:03","5","6483_mai_yellow","stan","1741710055.5","0.0003772887010652059","0.3772887010652059","3.2255620573762696","415.9296129032258","179.2077522531373","16.143850071448057","37.468832829845134","0.022648772900271327","2.7482910994131036","0.022545588865260167","0.014100224415005368","114.02619964977262","23.02609452306703","21.371793548387103","2.5535328853625123","39.553323146903985","1.0763871836335943","2.721357140172046","1.477145701728918","-16.63843171697558","154.51597215645933","11.524380455490473","263.42812054474683","14.0","3.0","1","0","48271.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","699.974806451613","589.1758428805441","0.8417100693484345","0.16290043384247843","6.0","0.5","0: Broadleaf","2.0","1741710055.5","415.9296129032258","419.9886451612903","11.948632258064515","11.501290322580644","417.4396129032258","11.923632258064515","499.9941935483872","89.9845516129032","0.10000035806451611","22.414651612903228","21.371793548387103","999.9000000000003","0.0","0.0","10002.533548387097","0.0","204.77490322580647","-4.0611738709677425","420.96022580645155","424.87529032258067","0.4541226129032259","419.9886451612903","11.501290322580644","1.0758029032258065","1.0349387096774194","7.98554064516129","7.417744838709678","699.974806451613","0.9429938387096778","0.05700642903225805","0.0","2.2220838709677415","0.0","4327.032258064516","5791.257419354839","37.56406451612903","40.45732258064516","38.80999999999998","40.084451612903216","37.21951612903225","660.0716129032256","39.90000000000001","0.0","1741710062.9","0.0","2.192004","-0.6625230674782642","10.37692315476775","4327.3068","15.0","1741710081.5","11:21:21","1741710080.5","1741710081.5","6","0.006","-0.001","-1.51","0.025","420.0","12.0","0.47","0.17","-4.073185853658536","0.22638627177700316","0.046359888779912956","1","2.217355882352941","-0.3221375053304885","0.19731162452141604","-1","0.4543940731707317","-0.007385351916375334","0.0010497187867383388","1","2","2","2/2","3.13506","2.76029","0.094561","0.0940988","0.0649733","0.0625779","29268.8","29219.7","30006.5","29777.9","37132","37007.5","42282.3","42317.7","1.9752","1.97973","0.0740141","0","20.1374","999.9","32.5","25.2","11.6217","62.4018","30.1202","1","-0.428923","0","20.4252","5.22747","12.0099","4.993","3.29","9999.0","9999.0","9999.0","999.9","1.86692","1.86612","1.86546","1.86554","1.86726","1.86985","1.86845","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.51","0.025","-1.1031735204645976","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.031073740248860983","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.1","1.0","1.03638","2.25342","1.39648","2.36938","1.49536","2.6416","29.3676","15.8657","18","465.059","458.319","21.4934","21.9239","30.0001","21.8743","21.814","20.7533","-30","-30","-999.9","420","0","102.635","101.748",NA
"7","1741710142.5","478.90000009536743","20250311 11:22:22","11:22:22","5","6483_mai_yellow","stan","1741710134.5","0.00036564808669031616","0.3656480866903162","3.1622005817916645","416.01961290322583","178.12026673283685","16.045035502661886","37.47495768602144","0.022082103835210677","2.7477541767191775","0.021983987360137493","0.01374877102250082","98.08453235262165","22.87695435840275","21.307229032258064","2.543447351893303","39.63914933755818","1.075291994158428","2.712701993177201","1.468155357734875","-16.125080623042944","156.28971042139278","11.652016783915517","249.901178934887","14.0","3.0","1","0","48325.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","599.9808064516129","505.18988552450725","0.8420100778094635","0.1634794501722647","6.0","0.5","0: Broadleaf","2.0","1741710134.5","416.01961290322583","419.9968709677419","11.937106451612898","11.503558064516131","417.48561290322584","11.912106451612898","499.9902903225807","89.97980967741937","0.09997628387096774","22.362264516129034","21.307229032258064","999.9000000000003","0.0","0.0","9999.87612903226","0.0","204.6405161290323","-4.0170258064516124","421.00803225806453","424.8846451612902","0.4393381935483871","419.9968709677419","11.503558064516131","1.07462064516129","1.0350880645161291","7.969382903225807","7.419867741935485","599.9808064516129","0.9329919677419353","0.0670079870967742","0.0","2.2299064516129032","0.0","3695.4738709677426","4947.542258064516","37.75","40.81606451612902","39.066064516129025","40.84858064516129","37.495935483870966","559.7767741935484","40.20000000000001","0.0","1741710142.1","0.0","2.2425800000000002","0.14901538909404682","12.81153843509763","3695.7124","15.0","1741710160.5","11:22:40","1741710159.5","1741710160.5","7","0.044","-0.0","-1.466","0.025","420.0","12.0","0.22","0.19","-4.01757975","0.07081114446529768","0.032326566511733046","1","2.212335294117647","0.4709457617528274","0.2137755060562818","-1","0.43947895","-0.00224440525328367","0.0008798408080442704","1","2","2","2/2","3.1352","2.76034","0.0945599","0.0940937","0.064928","0.0625862","29269.4","29219.2","30007.1","29777.2","37134.3","37006.8","42282.9","42317.3","1.97508","1.97955","0.0733212","0","20.0975","999.9","32.5","25.2","11.6215","62.3918","30.0321","1","-0.428664","0","20.4261","5.22777","12.0099","4.9932","3.29","9999.0","9999.0","9999.0","999.9","1.86691","1.86612","1.86548","1.86554","1.8673","1.86992","1.86844","1.86997","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.466","0.025","-1.0968154500510057","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.03189896370406747","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.0","1.0","1.03638","2.24976","1.39648","2.36816","1.49536","2.6416","29.3676","15.8569","18","464.986","458.212","21.4708","21.9244","30.0002","21.8743","21.814","20.7546","-30","-30","-999.9","420","0","102.637","101.746",NA
"8","1741710221.5","557.9000000953674","20250311 11:23:41","11:23:41","5","6483_mai_yellow","stan","1741710213.5","0.0003610903646682822","0.3610903646682822","3.177900675905087","415.99422580645165","175.71741760757115","15.828454196631343","37.47235555183134","0.021956104471087035","2.747505602213715","0.021859093107771992","0.013670613435715727","82.11516537475815","22.732264284682053","21.240116129032256","2.5330007271665944","39.730747331153374","1.0747837352098828","2.7051686852291636","1.4582169919567116","-15.924085081871246","159.44493728750408","11.881505554351035","237.51752313474202","14.0","3.0","1","0","48436.0","-","-","0","0","0","0","-","-","0","0","0","0.5","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","499.9921612903225","421.1936312521728","0.8424004691697656","0.16423290549764769","6.0","0.5","0: Broadleaf","2.0","1741710213.5","415.99422580645165","419.98790322580646","11.93156451612903","11.503432258064514","417.47422580645167","11.90556451612903","500.0071612903225","89.9790322580645","0.09999583225806452","22.316548387096773","21.240116129032256","999.9000000000003","0.0","0.0","9998.488387096773","0.0","204.78954838709674","-3.975078709677419","421.03848387096764","424.8754516129033","0.4326118387096774","419.98790322580646","11.503432258064514","1.0739925806451611","1.0350670967741933","7.9608096774193555","7.419566774193548","499.9921612903225","0.9199823870967745","0.0800173193548387","0.0","2.1851387096774193","0.0","3090.3567741935485","4105.230967741935","37.81199999999998","41.061999999999976","39.257999999999996","41.380903225806435","37.68699999999998","459.983870967742","40.00709677419355","0.0","1741710220.7","0.0","2.182553846153846","-0.6649846178657932","12.80991457734813","3090.382692307692","15.0","1741710238.5","11:23:58","1741710238.5","1741710238.5","8","-0.014","0.001","-1.48","0.026","420.0","12.0","0.21","0.15","-3.977364390243902","-0.02981581881533278","0.05234786990093088","1","2.2239735294117646","-0.833168835933029","0.23506496011906697","-1","0.4323763414634146","0.005437379790940763","0.0008709660352862507","1","2","2","2/2","3.13506","2.76035","0.0945559","0.0940921","0.0648962","0.0625758","29271","29219.7","30008.6","29777.7","37137.8","37007.8","42285.4","42317.9","1.97558","1.9797","0.0710562","0","20.064","999.9","32.5","25.2","11.6221","61.8118","30.2324","1","-0.428476","0","20.4271","5.22672","12.0099","4.993","3.29","9999.0","9999.0","9999.0","999.9","1.86691","1.86612","1.8655","1.86553","1.86726","1.86988","1.86844","1.86996","0.0","0.0","0.0","0.0","00000000","iiiiiiii","off","off","off","off","0.0","100.0","100.0","-1.48","0.026","-1.0525140489764164","-0.0008948698228347176","-2.0558332102908348e-07","7.49362404624e-12","-0.032147025976907995","-0.00583410724027841","0.0012303543067550232","-2.5076895550001647e-05","3.0","2303.0","1.0","21.0","1.0","1.0","1.03638","2.2644","1.39771","2.3645","1.49536","2.58789","29.4101","15.8482","18","465.293","458.32","21.4507","21.9244","30.0001","21.8761","21.8158","20.7523","-30","-30","-999.9","420","0","102.642","101.748",NA
