SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,14:15:38,2025-12-11,TT25_psf,eap,,6894_Tri_yellow,,,0.036510,2.922291,0.036059,0.754930,0.779999,0.761027,2.627727,1.847729,8.459564,8.670457,29.209789,0.441786,7.500000,PSF-00438_20251211141538_762,0.000000,0.000000,0.000000,121.477600,306.580872,0.603767,0.5,0.80,49.687313,1.000000,26.27,25.63,23.86,21.84,21.84,89.96,156.8,158.3,-1.0,206,4.060,14:12:23,2025-12-11,-0.07,1,0.001,-0.001,-9999.000,1.255,0.420,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,299.796234,25,-4.762477,298.292755,299.772949,-1.480194,2.433653,2.448637,1.656109,0.942263,0.285447,-0.021997,0.181865,0.292377,121.477600,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141538_762,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
10,14:16:01,2025-12-11,TT25_psf,eap,,5742_Tri_yellow,,,0.006869,2.922120,0.006852,0.151610,0.760373,0.756561,2.712263,1.951891,8.410184,8.452552,30.150414,0.441786,7.500000,PSF-00438_20251211141601_a9c,0.000000,0.000000,0.000000,105.023506,135.173615,0.223047,0.5,0.80,13.015173,1.000000,25.61,25.48,23.86,22.36,22.36,89.96,156.8,158.4,-1.1,146,4.030,14:12:23,2025-12-11,-0.07,1,0.000,-0.001,-9999.000,-2.208,1.297,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,134.984848,25,-0.124849,134.986282,134.995148,-0.008865,2.433430,2.447639,1.655930,0.942458,0.285465,-0.016242,0.184631,0.238529,105.023506,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141601_a9c,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
11,14:16:59,2025-12-11,TT25_psf,eap,,5229_Tri_blue,,,0.003950,2.922623,0.003945,0.086152,0.737725,0.735559,2.665484,1.927760,8.175806,8.199878,29.627108,0.441786,7.500000,PSF-00438_20251211141659_901,0.000000,0.000000,0.000000,98.546150,102.064491,0.034472,0.5,0.80,1.876845,1.000000,24.85,24.78,23.85,22.07,22.07,89.97,156.8,157.4,-0.4,136,4.058,14:12:23,2025-12-11,-0.07,1,0.001,0.001,-9999.000,-0.906,-0.042,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,102.064491,25,0.035541,101.821663,102.115295,-0.293633,2.432375,2.446493,1.656458,0.939784,0.285534,-0.019333,0.191374,0.229746,98.546150,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141659_901,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
12,14:17:41,2025-12-11,TT25_psf,eap,,392_Tri_blue,,,0.000929,2.920581,0.000929,0.021049,0.754934,0.754404,2.753844,1.998910,8.385250,8.391140,30.609152,0.441786,7.500000,PSF-00438_20251211141741_39b,0.000000,0.000000,0.000000,97.247955,99.554298,0.023167,0.5,0.80,1.958143,1.000000,25.50,25.48,23.81,22.61,22.61,89.97,156.6,158.4,-1.2,211,4.027,14:12:23,2025-12-11,-0.07,1,-0.001,-0.003,-9999.000,-0.667,0.125,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,99.554298,25,0.039186,99.286438,99.610313,-0.323875,2.433434,2.447476,1.654321,0.942333,0.285994,-0.012942,0.196249,0.297389,97.247955,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141741_39b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
13,14:18:30,2025-12-11,TT25_psf,eap,,4511_Tri_blue,,,0.015265,2.921833,0.015186,0.331494,0.763695,0.755359,2.689869,1.926174,8.396170,8.488825,29.899149,0.441786,7.500000,PSF-00438_20251211141830_69c,0.000000,0.000000,0.000000,85.745934,106.904770,0.197922,0.5,0.80,19.280203,1.000000,25.92,25.63,23.73,22.22,22.22,89.96,156.7,158.3,-1.0,244,4.027,14:12:23,2025-12-11,-0.07,1,0.001,0.002,-9999.000,-0.986,1.297,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,106.545929,25,-0.249697,106.452583,106.547829,-0.095245,2.433679,2.448125,1.655630,0.942253,0.286906,-0.016329,0.201851,0.326375,85.745934,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141830_69c,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
14,14:18:52,2025-12-11,TT25_psf,eap,,482_Tri_blue,,,0.003670,2.922766,0.003666,0.073487,0.740722,0.738875,2.511895,1.771173,8.211777,8.232306,27.916924,0.441786,7.500000,PSF-00438_20251211141852_d75,0.000000,0.000000,0.000000,102.505806,104.777817,0.021684,0.5,0.80,1.953427,1.000000,25.22,25.15,23.68,21.10,21.10,89.98,156.8,158.4,-1.0,225,4.055,14:12:23,2025-12-11,-0.07,1,-0.001,-0.002,-9999.000,-0.127,0.057,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,104.777817,25,0.017315,104.460236,104.802567,-0.342331,2.432962,2.447069,1.656608,0.942371,0.287508,-0.028046,0.204134,0.309897,102.505806,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141852_d75,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
15,14:19:21,2025-12-11,TT25_psf,eap,,2382_Tri_blue,,,0.009722,2.922446,0.009690,0.198883,0.737175,0.732174,2.550139,1.812964,8.137417,8.192996,28.342358,0.441786,7.500000,PSF-00438_20251211141921_399,0.000000,0.000000,0.000000,109.057549,148.228882,0.264262,0.5,0.80,23.939371,1.000000,25.20,25.03,23.61,21.35,21.35,89.98,156.8,157.5,-0.4,226,4.054,14:12:23,2025-12-11,-0.07,1,0.000,-0.003,-9999.000,0.172,0.642,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,148.228882,25,0.536758,148.602249,148.996170,-0.393921,2.432790,2.447062,1.656272,0.940058,0.288335,-0.024544,0.207271,0.311029,109.057549,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141921_399,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
16,14:19:43,2025-12-11,TT25_psf,eap,,978_Tri_blue,,,0.005832,2.923542,0.005820,0.118588,0.743729,0.740750,2.543414,1.799685,8.232985,8.266093,28.268478,0.441786,7.500000,PSF-00438_20251211141943_f32,0.000000,0.000000,0.000000,112.513306,135.510925,0.169710,0.5,0.80,12.981718,1.000000,25.50,25.40,23.56,21.31,21.31,89.97,156.9,158.5,-1.0,191,4.053,14:12:23,2025-12-11,-0.07,1,0.000,-0.000,-9999.000,-0.067,0.659,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,135.510925,25,1.267624,136.259796,137.322983,-1.063187,2.433351,2.447522,1.657423,0.942585,0.288885,-0.024479,0.209549,0.279328,112.513306,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211141943_f32,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
17,14:20:01,2025-12-11,TT25_psf,eap,,1669_Tri_blue,,,0.006198,2.922219,0.006185,0.131523,0.770911,0.767605,2.647591,1.876680,8.532044,8.568791,29.428383,0.441786,7.500000,PSF-00438_20251211142001_b28,0.000000,0.000000,0.000000,92.007637,105.738403,0.129856,0.5,0.80,9.992446,1.000000,26.50,26.39,23.51,21.96,21.96,89.97,156.8,156.4,0.2,192,4.038,14:12:23,2025-12-11,-0.07,1,-0.000,-0.001,-9999.000,0.347,-0.003,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,105.738403,25,0.531290,105.836746,106.497879,-0.661133,2.434849,2.449049,1.656034,0.937405,0.289404,-0.016758,0.211472,0.280356,92.007637,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211142001_b28,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
18,14:20:18,2025-12-11,TT25_psf,eap,,3371_Tri_blue,,,0.003020,2.919917,0.003017,0.060913,0.766907,0.765373,2.549747,1.782839,8.506866,8.523916,28.339569,0.441786,7.500000,PSF-00438_20251211142018_80d,0.000000,0.000000,0.000000,121.303436,121.220749,-0.000682,0.5,0.80,-0.048968,1.000000,26.43,26.37,23.48,21.35,21.35,89.97,156.5,158.3,-1.2,179,4.052,14:12:23,2025-12-11,-0.07,1,-0.000,-0.001,-9999.000,0.028,0.096,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,120.895744,25,-0.272480,120.521667,120.831238,-0.309570,2.434829,2.448938,1.653628,0.942253,0.289842,-0.023106,0.213187,0.268745,121.303436,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211142018_80d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
19,14:20:48,2025-12-11,TT25_psf,eap,,3708_Tri_blue,,,0.035631,2.921252,0.035202,0.708259,0.830240,0.812434,2.605837,1.775597,9.030210,9.228117,28.963884,0.441786,7.500000,PSF-00438_20251211142048_bee,0.000000,0.000000,0.000000,100.406883,123.725655,0.188472,0.5,0.80,12.297442,1.000000,28.72,28.11,23.41,21.70,21.70,89.97,156.6,156.5,0.1,163,4.052,14:12:23,2025-12-11,-0.07,1,-0.000,0.000,-9999.000,0.510,0.410,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,123.725655,25,0.585057,124.168037,124.561989,-0.393951,2.437419,2.452387,1.655022,0.937448,0.290605,-0.018462,0.216451,0.254039,100.406883,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211142048_bee,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
20,14:21:05,2025-12-11,TT25_psf,eap,,6558_Tri_blue,,,0.010905,2.922515,0.010864,0.212565,0.774837,0.769495,2.502988,1.728151,8.553228,8.612602,27.821648,0.441786,7.500000,PSF-00438_20251211142105_cb5,0.000000,0.000000,0.000000,96.548798,106.021988,0.089351,0.5,0.80,8.385973,1.000000,26.88,26.69,23.37,21.05,21.05,89.97,156.8,158.3,-1.0,235,4.051,14:12:23,2025-12-11,-0.07,1,0.000,-0.001,-9999.000,-1.055,0.165,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,105.536339,25,-0.329892,105.321411,105.550407,-0.228996,2.435321,2.449634,1.656345,0.942232,0.291112,-0.025180,0.218123,0.318371,96.548798,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211142105_cb5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
21,14:21:29,2025-12-11,TT25_psf,eap,,4505_Tri_blue,,,0.003492,2.921936,0.003488,0.066636,0.817198,0.815524,2.504143,1.686944,9.064974,9.083587,27.834862,0.441786,7.500000,PSF-00438_20251211142129_f93,0.000000,0.000000,0.000000,93.906281,96.279861,0.024653,0.5,0.80,2.390065,1.000000,28.46,28.40,23.30,21.05,21.05,89.96,156.7,158.1,-0.9,242,4.046,14:12:23,2025-12-11,-0.07,1,0.000,0.001,-9999.000,-2.260,1.271,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,96.279861,25,0.103889,96.161125,96.428368,-0.267242,2.437875,2.452018,1.655738,0.941754,0.291899,-0.024340,0.220587,0.325330,93.906281,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211142129_f93,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
22,14:21:45,2025-12-11,TT25_psf,eap,,452_Tri_blue,,,0.006784,2.922128,0.006768,0.122943,0.808853,0.805763,2.413752,1.604899,8.956710,8.991048,26.830791,0.441786,7.500000,PSF-00438_20251211142145_358,0.000000,0.000000,0.000000,97.140671,113.056541,0.140778,0.5,0.80,9.559130,1.000000,28.25,28.15,23.25,20.46,20.46,89.96,156.8,158.4,-1.0,170,4.050,14:12:23,2025-12-11,-0.07,1,-0.000,-0.001,-9999.000,-1.500,1.410,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,113.056541,25,0.157656,112.965706,113.281906,-0.316200,2.437503,2.451716,1.655938,0.942357,0.292469,-0.030299,0.222191,0.260008,97.140671,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251211142145_358,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
