SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,14:16:40,2025-12-10,TT25_psf,eap,,7120_Tri_blue_blue,,,0.002327,2.921353,0.002325,0.046333,0.587341,0.586160,2.370188,1.782847,6.444986,6.457968,26.060841,0.441786,7.500000,PSF-00438_20251210141640_11a,0.000000,0.000000,0.000000,143.405563,349.320160,0.589472,0.5,0.80,20.074097,1.000000,21.74,21.69,22.30,20.16,20.16,90.95,156.7,158.6,-1.3,85,3.935,14:13:42,2025-12-10,-0.02,1,0.001,0.001,-9999.000,0.741,1.973,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,349.320160,25,-0.623332,351.445923,348.429108,3.016815,2.427828,2.441797,1.655128,0.943005,0.303861,-0.022846,0.075396,0.183887,143.405563,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210141640_11a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
10,14:17:05,2025-12-10,TT25_psf,eap,,3379_Tri_bl2D_blue,,,0.017800,2.921421,0.017692,0.339703,0.588475,0.579820,2.306825,1.718350,6.375620,6.470793,25.365549,0.441786,7.500000,PSF-00438_20251210141705_e85,0.000000,0.000000,0.000000,125.486969,382.796570,0.672184,0.5,0.80,21.933878,1.000000,21.88,21.56,22.22,19.72,19.72,90.94,156.7,158.7,-1.3,82,3.934,14:13:42,2025-12-10,-0.02,1,0.001,-0.000,-9999.000,0.379,0.132,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,379.068024,25,-2.489684,379.563690,379.237579,0.326111,2.427626,2.442033,1.655198,0.943262,0.304789,-0.026734,0.078971,0.180685,125.486969,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210141705_e85,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
11,14:17:26,2025-12-10,TT25_psf,eap,,5714_Tri_orange_blue,,,-0.001691,2.921398,-0.001692,-0.031052,0.572560,0.573351,2.215871,1.643311,6.304804,6.296103,24.366632,0.441786,7.500000,PSF-00438_20251210141726_b77,0.000000,0.000000,0.000000,100.313187,131.731476,0.238503,0.5,0.80,11.720232,1.000000,21.38,21.41,22.15,19.08,19.08,90.94,156.7,158.7,-1.3,123,3.934,14:13:42,2025-12-10,-0.02,1,-0.001,-0.001,-9999.000,-0.074,-0.035,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,131.367798,25,-0.199576,131.523010,131.446182,0.076828,2.427406,2.441256,1.655174,0.943143,0.305675,-0.032889,0.081757,0.217815,100.313187,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210141726_b77,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
12,14:17:46,2025-12-10,TT25_psf,eap,,4760_Tri_pink_blue,,,0.000375,2.922540,0.000375,0.006869,0.565837,0.565662,2.207467,1.641630,6.220134,6.222058,24.273750,0.441786,7.500000,PSF-00438_20251210141746_ddb,0.000000,0.000000,0.000000,82.636711,86.592247,0.045680,0.5,0.80,3.270112,1.000000,21.23,21.22,22.07,19.02,19.02,90.94,156.8,158.7,-1.2,179,3.933,14:13:42,2025-12-10,-0.02,1,0.001,0.000,-9999.000,-0.390,-0.303,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,86.410049,25,-0.162668,86.123230,86.359718,-0.236488,2.427112,2.441017,1.656370,0.943102,0.306574,-0.032729,0.084477,0.268295,82.636711,0.000234,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210141746_ddb,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
13,14:18:04,2025-12-10,TT25_psf,eap,,5381_Tri_white_blue,,,0.024104,2.921492,0.023907,0.427469,0.593151,0.582262,2.194132,1.600981,6.403304,6.523053,24.129505,0.441786,7.500000,PSF-00438_20251210141804_b10,0.000000,0.000000,0.000000,127.116325,276.237946,0.539830,0.5,0.80,51.310749,1.000000,22.35,21.94,22.01,18.92,18.92,90.93,156.7,158.7,-1.3,238,3.902,14:13:42,2025-12-10,-0.02,1,-0.000,0.001,-9999.000,-0.312,-0.233,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,271.445282,25,-3.672557,270.198578,270.988068,-0.789490,2.428241,2.442791,1.655273,0.943047,0.307418,-0.033009,0.086966,0.321060,127.116325,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210141804_b10,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
14,14:18:25,2025-12-10,TT25_psf,eap,,43_Tri_pink_blue,,,0.027736,2.921000,0.027475,0.496280,0.582288,0.569640,2.199611,1.617322,6.264707,6.403803,24.190554,0.441786,7.500000,PSF-00438_20251210141825_31b,0.000000,0.000000,0.000000,101.253387,131.860336,0.232116,0.5,0.80,22.530577,1.000000,22.04,21.56,21.93,18.96,18.96,90.93,156.6,141.6,9.6,243,3.932,14:13:42,2025-12-10,-0.02,1,0.001,0.001,-9999.000,-2.375,0.476,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,131.703979,25,-0.070170,131.818771,131.760025,0.058746,2.427665,2.442321,1.654758,0.900052,0.308373,-0.031724,0.089810,0.325594,101.253387,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210141825_31b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
15,14:23:17,2025-12-10,TT25_psf,eap,,989_Tri_orange,,,-0.004088,2.922344,-0.004093,-0.091129,0.596531,0.598850,2.585632,1.989101,6.585406,6.559896,28.433537,0.441786,7.500000,PSF-00438_20251210142317_c75,0.000000,0.000000,0.000000,99.131584,103.827957,0.045232,0.5,0.80,2.658380,1.000000,22.39,22.48,22.06,21.58,21.58,90.94,156.8,157.9,-0.7,147,3.896,14:13:42,2025-12-10,-0.02,1,-0.000,-0.001,-9999.000,-1.413,-0.424,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,103.827957,25,0.047388,103.654861,103.895699,-0.240837,2.429084,2.442859,1.656165,0.940993,0.306703,-0.004788,0.129957,0.239474,99.131584,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142317_c75,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
16,14:23:34,2025-12-10,TT25_psf,eap,,flag1_tri_Tri_orange,,,0.013451,2.922366,0.013390,0.287302,0.648367,0.641058,2.565204,1.916837,7.049141,7.129520,28.207266,0.441786,7.500000,PSF-00438_20251210142334_f8a,0.000000,0.000000,0.000000,115.889671,127.730118,0.092699,0.5,0.80,7.504002,1.000000,24.29,24.01,22.10,21.45,21.45,90.94,156.8,158.3,-1.0,202,3.894,14:13:42,2025-12-10,-0.02,1,0.001,0.001,-9999.000,0.751,-0.657,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,127.495049,25,-0.160390,127.241852,127.500839,-0.258987,2.431447,2.445801,1.656188,0.942210,0.306267,-0.006612,0.132004,0.289352,115.889671,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142334_f8a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
17,14:24:09,2025-12-10,TT25_psf,eap,,4177_Tri_orange,,,-0.004081,2.921801,-0.004086,-0.090437,0.604297,0.606600,2.581477,1.977180,6.670935,6.645609,28.389170,0.441786,7.500000,PSF-00438_20251210142409_c7e,0.000000,0.000000,0.000000,103.940964,130.394333,0.202872,0.5,0.80,18.536455,1.000000,22.51,22.59,22.19,21.55,21.55,90.93,156.7,158.7,-1.2,228,3.923,14:23:54,2025-12-10,-0.06,1,0.001,0.002,-9999.000,-3.172,1.960,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,130.394333,25,0.212334,130.681519,130.697861,-0.016342,2.429240,2.443080,1.655596,0.943065,0.305107,-0.006530,0.136364,0.312785,103.940964,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142409_c7e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
18,14:24:33,2025-12-10,TT25_psf,eap,,5865_Tri_orange,,,-0.000991,2.921383,-0.000991,-0.021526,0.599995,0.600543,2.540805,1.940810,6.604599,6.598568,27.943043,0.441786,7.500000,PSF-00438_20251210142433_308,0.000000,0.000000,0.000000,175.349945,174.321411,-0.005900,0.5,0.80,-0.496968,1.000000,22.27,22.29,22.25,21.29,21.29,90.93,156.7,158.6,-1.2,211,3.922,14:23:54,2025-12-10,-0.06,1,0.001,-0.000,-9999.000,-0.441,0.030,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,174.321411,25,-0.061057,173.195602,174.234131,-1.038528,2.428763,2.442702,1.655159,0.942958,0.304424,-0.010008,0.139213,0.296725,175.349945,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142433_308,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
19,14:24:51,2025-12-10,TT25_psf,eap,,5877_Tri_orange,,,0.011064,2.922156,0.011022,0.231192,0.631362,0.625479,2.505820,1.874458,6.878512,6.943216,27.557003,0.441786,7.500000,PSF-00438_20251210142451_910,0.000000,0.000000,0.000000,99.380493,132.130814,0.247863,0.5,0.80,13.314038,1.000000,23.39,23.17,22.28,21.06,21.06,90.93,156.8,134.0,14.5,134,3.922,14:23:54,2025-12-10,-0.06,1,0.002,0.002,-9999.000,-0.583,0.625,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,130.999084,25,-0.774609,130.685089,131.023514,-0.338425,2.430126,2.444448,1.655968,0.881499,0.304044,-0.012835,0.141337,0.228103,99.380493,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142451_910,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
20,14:25:06,2025-12-10,TT25_psf,eap,,1851_Tri_orange,,,-0.006779,2.920749,-0.006794,-0.135211,0.638762,0.642207,2.418083,1.779321,7.061968,7.024087,26.590239,0.441786,7.500000,PSF-00438_20251210142506_82f,0.000000,0.000000,0.000000,86.656807,97.222420,0.108675,0.5,0.80,6.806445,1.000000,23.64,23.77,22.30,20.49,20.49,90.94,156.6,158.6,-1.3,157,3.920,14:23:54,2025-12-10,-0.06,1,0.000,-0.002,-9999.000,0.029,0.046,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,97.003342,25,-0.133050,96.894981,97.032227,-0.137245,2.431040,2.444832,1.654496,0.943019,0.303833,-0.019352,0.143072,0.248154,86.656807,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142506_82f,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
21,14:25:24,2025-12-10,TT25_psf,eap,,5040_Tri_orange,,,0.023308,2.922898,0.023123,0.472907,0.631904,0.619876,2.460011,1.828107,6.816866,6.949140,27.053080,0.441786,7.500000,PSF-00438_20251210142524_848,0.000000,0.000000,0.000000,88.787552,130.607773,0.320197,0.5,0.80,24.030090,1.000000,23.36,22.92,22.31,20.76,20.76,90.93,156.9,136.0,13.3,188,3.891,14:23:54,2025-12-10,-0.06,1,0.001,0.001,-9999.000,-0.592,0.167,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,130.330688,25,-0.159478,130.451553,130.379807,0.071747,2.429732,2.444403,1.656747,0.886354,0.303653,-0.016476,0.145181,0.276078,88.787552,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142524_848,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
22,14:25:42,2025-12-10,TT25_psf,eap,,902_Tri_orange,,,0.011876,2.922047,0.011828,0.242056,0.604876,0.598713,2.434789,1.829913,6.583971,6.651741,26.775045,0.441786,7.500000,PSF-00438_20251210142542_09c,0.000000,0.000000,0.000000,109.716652,222.944153,0.507874,0.5,0.80,32.716866,1.000000,22.35,22.12,22.33,20.60,20.60,90.93,156.7,158.4,-1.1,161,3.920,14:23:54,2025-12-10,-0.06,1,0.000,0.001,-9999.000,0.532,0.486,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,220.088120,25,-1.902804,220.680359,220.224106,0.456253,2.428487,2.442813,1.655854,0.942386,0.303494,-0.018446,0.147354,0.252175,109.716652,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251210142542_09c,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-03-10T14:27:16.709Z
