SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
23,13:58:48,2025-12-12,TT25_psf,eap,,4373_Tri_pink,,,0.032028,2.922584,0.031681,0.599641,0.893957,0.878833,2.572573,1.678615,9.719565,9.886833,28.451683,0.441786,7.500000,PSF-00438_20251212135848_6ef,0.000000,0.000000,0.000000,104.060051,252.874069,0.588491,0.5,0.80,59.994873,1.000000,31.99,31.45,22.85,21.49,21.49,90.42,156.8,151.7,3.2,255,4.034,13:50:50,2025-12-12,-0.16,1,-0.000,-0.002,-9999.000,0.977,0.890,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,248.908646,25,-2.648251,249.587418,249.088425,0.498993,2.442400,2.457414,1.656417,0.925444,0.297163,-0.014516,0.170717,0.336572,104.060051,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135848_6ef,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
24,13:59:06,2025-12-12,TT25_psf,eap,,2573_Tri_pink,,,0.004701,2.922070,0.004694,0.095093,0.924108,0.921709,2.718993,1.794885,10.194322,10.220849,30.072699,0.441786,7.500000,PSF-00438_20251212135906_fa3,0.000000,0.000000,0.000000,88.118073,101.318481,0.130286,0.5,0.80,12.220545,1.000000,33.07,32.99,22.85,22.40,22.40,90.41,156.7,156.7,0.0,234,4.000,13:50:50,2025-12-12,-0.16,1,0.001,-0.001,-9999.000,0.165,-0.279,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,101.318481,25,0.274303,101.371407,101.710594,-0.339188,2.444621,2.458988,1.655878,0.938165,0.297199,-0.004454,0.172910,0.318244,88.118073,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135906_fa3,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
25,13:59:40,2025-12-12,TT25_psf,eap,,flag2_tri_Tri_pink,,,0.008335,2.921039,0.008311,0.170466,0.854931,0.850625,2.673088,1.818157,9.408522,9.456151,29.566286,0.441786,7.500000,PSF-00438_20251212135940_efd,0.000000,0.000000,0.000000,96.843124,99.902634,0.030625,0.5,0.80,2.953542,1.000000,30.61,30.45,22.84,22.12,22.12,90.41,156.6,157.6,-0.6,241,4.032,13:50:50,2025-12-12,-0.16,1,0.000,-0.000,-9999.000,-0.621,0.068,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,99.902634,25,0.535847,99.916580,100.668625,-0.752045,2.440959,2.455399,1.654799,0.940315,0.297271,-0.007489,0.176953,0.324193,96.843124,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212135940_efd,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
26,14:00:21,2025-12-12,TT25_psf,eap,,7147_Tri_pink,,,0.007770,2.921102,0.007749,0.156811,0.851199,0.847238,2.645423,1.794224,9.370283,9.414097,29.257864,0.441786,7.500000,PSF-00438_20251212140021_a6b,0.000000,0.000000,0.000000,92.739342,107.842323,0.140047,0.5,0.80,11.358744,1.000000,30.48,30.34,22.84,21.95,21.95,90.42,156.6,150.6,3.8,203,4.032,13:50:50,2025-12-12,-0.16,1,-0.001,-0.002,-9999.000,0.233,-0.282,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,107.842323,25,0.193197,108.082291,108.118500,-0.036209,2.440787,2.455208,1.654865,0.922606,0.297291,-0.009358,0.181900,0.289704,92.739342,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140021_a6b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
27,14:00:46,2025-12-12,TT25_psf,eap,,5267_Tri_pink,,,0.000213,2.922710,0.000213,0.004502,0.850048,0.849935,2.721676,1.871627,9.399853,9.401109,30.100372,0.441786,7.500000,PSF-00438_20251212140046_78a,0.000000,0.000000,0.000000,109.365105,115.611435,0.054029,0.5,0.80,3.852818,1.000000,30.44,30.43,22.84,22.42,22.42,90.42,156.8,147.5,5.9,178,3.997,13:50:50,2025-12-12,-0.16,1,-0.001,-0.003,-9999.000,1.125,-0.323,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,115.611435,25,0.013670,115.411522,115.630974,-0.219452,2.440926,2.455145,1.656549,0.914841,0.297285,-0.004193,0.184773,0.267673,109.365105,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140046_78a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
28,14:01:19,2025-12-12,TT25_psf,eap,,2547_Tri_pink,,,0.008464,2.920913,0.008439,0.154623,0.873598,0.869692,2.499251,1.625653,9.619130,9.662329,27.642679,0.441786,7.500000,PSF-00438_20251212140119_cb7,0.000000,0.000000,0.000000,109.685181,114.794968,0.044512,0.5,0.80,2.829367,1.000000,31.24,31.10,22.86,21.02,21.02,90.41,156.6,156.0,0.4,159,4.030,14:01:01,2025-12-12,-0.19,1,0.001,-0.001,-9999.000,-0.985,0.142,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,114.794968,25,0.284327,114.739182,115.201408,-0.462227,2.441893,2.456358,1.654667,0.936279,0.297028,-0.019813,0.188595,0.250251,109.685181,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140119_cb7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
29,14:02:04,2025-12-12,TT25_psf,eap,,614_Tri_purple,,,0.004340,2.920351,0.004334,0.058448,0.818455,0.816977,2.018765,1.200311,9.035579,9.051926,22.327093,0.441786,7.500000,PSF-00438_20251212140204_01c,0.000000,0.000000,0.000000,107.767227,238.368484,0.547897,0.5,0.80,28.461853,1.000000,29.27,29.22,22.86,17.59,17.59,90.42,156.5,158.5,-1.3,130,4.029,14:01:01,2025-12-12,-0.19,1,0.001,0.003,-9999.000,-0.192,1.166,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,232.386948,25,-4.044369,232.540009,232.587097,-0.047089,2.439151,2.453469,1.654080,0.942641,0.297083,-0.056579,0.193774,0.224127,107.767227,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140204_01c,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
30,14:02:32,2025-12-12,TT25_psf,eap,,1975_Tri_purple,,,0.022887,2.920480,0.022709,0.365409,0.811527,0.802288,2.241791,1.430264,8.873714,8.975907,24.795355,0.441786,7.500000,PSF-00438_20251212140232_825,0.000000,0.000000,0.000000,126.450775,330.830383,0.617778,0.5,0.80,51.399841,1.000000,29.13,28.79,22.80,19.26,19.26,90.41,156.6,158.7,-1.4,208,4.028,14:01:01,2025-12-12,-0.19,1,0.000,-0.001,-9999.000,1.241,-0.027,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,321.989899,25,-6.318985,320.882324,321.797455,-0.915131,2.438533,2.453260,1.654215,0.943197,0.297761,-0.038165,0.196784,0.294414,126.450775,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140232_825,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
31,14:02:49,2025-12-12,TT25_psf,eap,,1926_Tri_purple,,,0.038282,2.920959,0.037787,0.587170,0.826425,0.811587,2.207705,1.381279,8.976916,9.141039,24.419285,0.441786,7.500000,PSF-00438_20251212140249_ac9,0.000000,0.000000,0.000000,120.399712,283.198181,0.574857,0.5,0.80,54.396130,1.000000,29.74,29.20,22.76,19.02,19.02,90.41,156.6,158.6,-1.3,237,4.028,14:01:01,2025-12-12,-0.19,1,0.002,-0.000,-9999.000,1.034,-1.319,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,281.724213,25,-1.022484,282.588593,281.736542,0.852051,2.439143,2.454174,1.654715,0.942953,0.298273,-0.040321,0.198630,0.320106,120.399712,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140249_ac9,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
32,14:03:05,2025-12-12,TT25_psf,eap,,972_Tri_purple,,,0.008841,2.922378,0.008814,0.153240,0.810508,0.806639,2.354769,1.544261,8.922310,8.965102,26.046318,0.441786,7.500000,PSF-00438_20251212140305_472,0.000000,0.000000,0.000000,88.114502,93.179878,0.054361,0.5,0.80,5.296341,1.000000,29.24,29.10,22.72,20.06,20.06,90.41,156.8,158.0,-0.8,244,4.027,14:01:01,2025-12-12,-0.19,1,0.001,-0.001,-9999.000,-1.541,-1.050,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,92.780113,25,-0.315311,92.446091,92.729141,-0.283051,2.438993,2.453439,1.656201,0.941289,0.298757,-0.028700,0.200321,0.326410,88.114502,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140305_472,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
33,14:03:29,2025-12-12,TT25_psf,eap,,3043_Tri_purple,,,0.018818,2.921678,0.018698,0.332116,0.808720,0.800330,2.386197,1.577477,8.852502,8.945299,26.393871,0.441786,7.500000,PSF-00438_20251212140329_e49,0.000000,0.000000,0.000000,103.987099,175.964111,0.409044,0.5,0.80,36.480839,1.000000,29.27,28.97,22.67,20.27,20.27,90.41,156.7,158.4,-1.1,223,4.027,14:01:01,2025-12-12,-0.19,1,0.000,-0.001,-9999.000,-1.151,1.318,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,175.223709,25,-0.470233,175.674683,175.291916,0.382767,2.438807,2.453496,1.655468,0.942516,0.299406,-0.025772,0.202969,0.307873,103.987099,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140329_e49,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
34,14:03:47,2025-12-12,TT25_psf,eap,,2941_Tri_purple,,,0.013618,2.922245,0.013555,0.221268,0.813000,0.807413,2.263807,1.450806,8.930006,8.991800,25.037746,0.441786,7.500000,PSF-00438_20251212140347_f1e,0.000000,0.000000,0.000000,104.156967,222.037781,0.530904,0.5,0.80,47.771271,1.000000,29.50,29.29,22.62,19.42,19.42,90.42,156.8,158.8,-1.3,225,4.026,14:01:01,2025-12-12,-0.19,1,0.001,-0.000,-9999.000,0.150,0.237,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,216.663116,25,-3.738171,216.771118,216.694092,0.077026,2.439295,2.453838,1.656061,0.943300,0.299887,-0.034500,0.204864,0.309661,104.156967,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140347_f1e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
35,14:04:03,2025-12-12,TT25_psf,eap,,5641_Tri_purple,,,0.001793,2.923119,0.001792,0.030679,0.804603,0.803829,2.325349,1.520746,8.891175,8.899738,25.720757,0.441786,7.500000,PSF-00438_20251212140403_7fb,0.000000,0.000000,0.000000,93.721748,134.087921,0.301043,0.5,0.80,14.162313,1.000000,29.27,29.24,22.58,19.85,19.85,90.41,156.9,159.0,-1.4,118,4.026,14:01:01,2025-12-12,-0.19,1,0.001,0.000,-9999.000,0.236,-0.318,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,134.087921,25,0.603284,134.626511,134.950302,-0.323792,2.439220,2.453504,1.656978,0.944044,0.300390,-0.029378,0.206563,0.213100,93.721748,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140403_7fb,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
36,14:04:20,2025-12-12,TT25_psf,eap,,4414_Tri_purple,,,-0.003443,2.921697,-0.003447,-0.058564,0.802914,0.804394,2.312219,1.509305,8.897743,8.881379,25.576441,0.441786,7.500000,PSF-00438_20251212140420_0c3,0.000000,0.000000,0.000000,98.942757,113.921150,0.131480,0.5,0.80,8.391003,1.000000,29.28,29.34,22.54,19.76,19.76,90.40,156.7,158.6,-1.2,160,4.025,14:01:01,2025-12-12,-0.19,1,0.001,0.001,-9999.000,0.634,0.373,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,113.719223,25,-0.083840,113.802193,113.801300,0.000893,2.439376,2.453539,1.655488,0.942900,0.300934,-0.029861,0.208306,0.250826,98.942757,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140420_0c3,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
37,14:04:37,2025-12-12,TT25_psf,eap,,3563_Tri_purple,,,-0.001818,2.921376,-0.001819,-0.033111,0.801987,0.802823,2.418213,1.616226,8.880273,8.871018,26.748589,0.441786,7.500000,PSF-00438_20251212140437_ec4,0.000000,0.000000,0.000000,91.472626,149.615051,0.388613,0.5,0.80,15.674446,1.000000,29.33,29.36,22.49,20.49,20.49,90.41,156.7,158.7,-1.3,101,4.024,14:01:01,2025-12-12,-0.19,1,0.000,0.001,-9999.000,-0.090,0.641,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,149.615051,25,0.233294,150.065308,149.948547,0.116760,2.439413,2.453612,1.655151,0.943115,0.301461,-0.021522,0.210063,0.198010,91.472626,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140437_ec4,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
38,14:04:52,2025-12-12,TT25_psf,eap,,4105_Tri_purple,,,-0.004842,2.920453,-0.004850,-0.088125,0.813660,0.815888,2.426838,1.613178,9.025212,9.000566,26.845259,0.441786,7.500000,PSF-00438_20251212140452_94a,0.000000,0.000000,0.000000,124.171974,172.127335,0.278604,0.5,0.80,14.959372,1.000000,29.82,29.90,22.46,20.54,20.54,90.40,156.5,158.6,-1.3,134,4.024,14:01:01,2025-12-12,-0.19,1,0.001,-0.002,-9999.000,-0.430,0.292,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,171.757217,25,-0.244230,171.572327,171.778214,-0.205887,2.440219,2.454349,1.654187,0.942864,0.301908,-0.020481,0.211581,0.228055,124.171974,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140452_94a,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
39,14:05:08,2025-12-12,TT25_psf,eap,,2131_Tri_purple,,,-0.002261,2.922015,-0.002263,-0.041191,0.812437,0.813477,2.428598,1.616161,8.998164,8.986658,26.863611,0.441786,7.500000,PSF-00438_20251212140508_e4d,0.000000,0.000000,0.000000,93.569397,120.600395,0.224137,0.5,0.80,18.853010,1.000000,29.84,29.88,22.42,20.56,20.56,90.40,156.7,158.5,-1.1,210,3.992,14:01:01,2025-12-12,-0.19,1,0.000,-0.002,-9999.000,0.820,-0.875,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,119.222763,25,-0.983298,118.953468,119.194778,-0.241310,2.440196,2.454390,1.655820,0.942566,0.302362,-0.019935,0.213141,0.296466,93.569397,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140508_e4d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
40,14:05:45,2025-12-12,TT25_psf,eap,,2379_Tri_purple,,,0.001562,2.921623,0.001562,0.030348,0.801100,0.800334,2.525532,1.724432,8.853274,8.861755,27.937384,0.441786,7.500000,PSF-00438_20251212140545_eb4,0.000000,0.000000,0.000000,227.045776,296.300812,0.233732,0.5,0.80,18.287436,1.000000,29.57,29.54,22.34,21.19,21.19,90.40,156.7,158.6,-1.2,196,4.023,14:01:01,2025-12-12,-0.19,1,0.001,0.000,-0.001,-2.565,-4.057,-11.393,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,294.846283,25,-1.113614,293.585297,294.708923,-1.123627,2.439711,2.454000,1.655410,0.942909,0.303332,-0.012088,0.217191,0.283259,227.045776,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140545_eb4,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
41,14:06:06,2025-12-12,TT25_psf,eap,,4547_Tri_purple,,,-0.002681,2.921970,-0.002683,-0.050192,0.783979,0.785247,2.444705,1.660726,8.686361,8.672337,27.043201,0.441786,7.500000,PSF-00438_20251212140606_f63,0.000000,0.000000,0.000000,165.798065,284.693726,0.417627,0.5,0.80,27.486492,1.000000,29.00,29.04,22.31,20.66,20.66,90.40,156.7,158.4,-1.1,165,4.022,14:01:01,2025-12-12,-0.19,1,-0.001,-0.000,0.001,1.704,3.491,10.501,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,283.013458,25,-1.124550,282.495972,283.086182,-0.590210,2.438981,2.453153,1.655773,0.942353,0.303729,-0.017512,0.219293,0.255316,165.798065,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140606_f63,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
42,14:06:27,2025-12-12,TT25_psf,eap,,7574_Tri_green,,,0.001516,2.921103,0.001515,0.022373,0.788024,0.787458,2.101816,1.313792,8.710027,8.716283,23.248055,0.441786,7.500000,PSF-00438_20251212140627_da7,0.000000,0.000000,0.000000,93.615173,144.760513,0.353310,0.5,0.80,32.633648,1.000000,29.22,29.20,22.27,18.23,18.23,90.41,156.6,157.3,-0.4,231,4.022,14:01:01,2025-12-12,-0.19,1,0.003,0.000,-9999.000,2.129,0.473,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,142.468567,25,-1.572000,142.709610,142.513351,0.196259,2.439213,2.453488,1.654866,0.939532,0.304216,-0.043227,0.221441,0.315024,93.615173,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140627_da7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
43,14:07:33,2025-12-12,TT25_psf,eap,,4934_Tri_green,,,-0.000783,2.921425,-0.000783,-0.012335,0.771284,0.771596,2.172580,1.401296,8.534547,8.531098,24.030708,0.441786,7.500000,PSF-00438_20251212140733_30b,0.000000,0.000000,0.000000,90.125084,94.487785,0.046172,0.5,0.80,3.506073,1.000000,28.92,28.93,22.08,18.76,18.76,90.41,156.7,155.2,0.9,190,4.017,14:01:01,2025-12-12,-0.19,1,0.001,-0.000,-9999.000,0.105,-0.384,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,94.487785,25,0.014581,94.356178,94.508629,-0.152451,2.438854,2.453079,1.655203,0.934303,0.306482,-0.035542,0.227677,0.278072,90.125084,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140733_30b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
44,14:08:12,2025-12-12,TT25_psf,eap,,1686_Tri_green,,,0.000266,2.922262,0.000266,0.003954,0.777784,0.777685,2.098290,1.320505,8.602302,8.603406,23.210079,0.441786,7.500000,PSF-00438_20251212140812_a65,0.000000,0.000000,0.000000,114.648346,128.067612,0.104783,0.5,0.80,8.581675,1.000000,29.43,29.42,21.94,18.21,18.21,90.40,156.8,156.7,0.0,205,4.020,14:01:01,2025-12-12,-0.19,1,0.000,0.002,-9999.000,0.408,-0.755,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,128.067612,25,-0.778254,114.449501,126.955101,-12.505600,2.439602,2.453857,1.656080,0.938100,0.308292,-0.039837,0.231220,0.291487,114.648346,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140812_a65,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
45,14:08:31,2025-12-12,TT25_psf,eap,,3526_Tri_green,,,0.021269,2.921116,0.021115,0.300778,0.778262,0.770659,2.045771,1.267509,8.525482,8.609590,22.631521,0.441786,7.500000,PSF-00438_20251212140831_753,0.000000,0.000000,0.000000,112.393860,121.333076,0.073675,0.5,0.80,7.448890,1.000000,29.61,29.32,21.84,17.80,17.80,90.39,156.6,153.0,2.3,253,4.015,14:01:01,2025-12-12,-0.19,1,-0.001,-0.005,-9999.000,0.754,-0.330,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,120.803116,25,-0.351764,120.503067,120.830231,-0.327164,2.439468,2.454146,1.654880,0.928683,0.309435,-0.043093,0.232954,0.334677,112.393860,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140831_753,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
46,14:08:50,2025-12-12,TT25_psf,eap,,4745_Tri_green,,,0.026936,2.921371,0.026690,0.367127,0.792840,0.783564,2.016853,1.224013,8.668823,8.771445,22.313099,0.441786,7.500000,PSF-00438_20251212140850_a26,0.000000,0.000000,0.000000,95.745209,162.772537,0.411785,0.5,0.80,36.515144,1.000000,30.34,29.98,21.75,17.58,17.58,90.39,156.7,158.6,-1.2,222,4.019,14:01:01,2025-12-12,-0.19,1,0.002,0.000,-9999.000,0.208,-0.509,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,162.772537,25,0.893990,163.260345,164.050491,-0.790146,2.440457,2.455239,1.655146,0.942798,0.310597,-0.044450,0.234674,0.306725,95.745209,0.000235,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140850_a26,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
47,14:09:05,2025-12-12,TT25_psf,eap,,5626_Tri_green,,,0.012271,2.921501,0.012220,0.168787,0.783515,0.779251,2.012684,1.229169,8.621293,8.668474,22.267471,0.441786,7.500000,PSF-00438_20251212140905_0ba,0.000000,0.000000,0.000000,86.183670,90.146194,0.043957,0.5,0.80,4.050773,1.000000,30.13,29.96,21.67,17.54,17.54,90.39,156.7,144.7,7.7,230,4.019,14:01:01,2025-12-12,-0.19,1,0.000,0.001,-9999.000,0.030,-0.060,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,90.061783,25,-0.076550,89.870094,90.036766,-0.166672,2.440440,2.454940,1.655283,0.907668,0.311582,-0.043926,0.235926,0.314548,86.183670,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251212140905_0ba,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
