SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,14:01:05,2026-01-04,TT25_psf,eap,,4722_mai_yellow,,,0.033879,2.921545,0.033490,0.602676,1.013916,0.998743,2.606333,1.592418,11.060342,11.228367,28.863211,0.441786,7.500000,PSF-00438_20260104140105_f8b,0.000000,0.000000,0.000000,171.348450,337.562561,0.492395,0.5,0.80,30.436832,1.000000,36.22,35.68,22.88,21.71,21.71,90.30,156.7,158.3,-1.1,155,4.002,13:57:20,2026-01-04,-0.17,1,-0.002,-0.002,-9999.000,0.985,2.341,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,335.870148,25,-1.097211,335.189575,335.994110,-0.804535,2.448447,2.463497,1.655328,0.942245,0.296838,-0.012475,0.080107,0.246315,171.348450,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140105_f8b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
10,14:01:29,2026-01-04,TT25_psf,eap,,1495_mai_yellow,,,0.050654,2.921852,0.049791,0.883868,1.062609,1.040375,2.632798,1.570189,11.521125,11.767351,29.155640,0.441786,7.500000,PSF-00438_20260104140129_e54,0.000000,0.000000,0.000000,73.659897,269.338501,0.726516,0.5,0.80,48.968983,1.000000,38.01,37.22,22.86,21.87,21.87,90.30,156.7,158.6,-1.2,169,4.013,13:57:20,2026-01-04,-0.17,1,-0.000,-0.001,-9999.000,0.376,0.968,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,254.950409,25,-10.667730,251.607300,254.089066,-2.481766,2.450619,2.466038,1.655650,0.942848,0.297120,-0.010386,0.083458,0.258884,73.659897,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140129_e54,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
11,14:01:53,2026-01-04,TT25_psf,eap,,4698_mai_green,,,0.049961,2.921077,0.049121,0.835071,1.042188,1.021165,2.546661,1.504473,11.309714,11.542542,28.205036,0.441786,7.500000,PSF-00438_20260104140153_6c4,0.000000,0.000000,0.000000,124.755981,285.613922,0.563201,0.5,0.80,31.581875,1.000000,37.34,36.59,22.83,21.33,21.33,90.29,156.6,157.8,-0.7,140,4.012,13:57:20,2026-01-04,-0.17,1,-0.000,-0.001,-9999.000,0.283,0.383,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,281.399475,25,-2.835979,281.785736,281.559906,0.225830,2.449737,2.465092,1.654839,0.940782,0.297414,-0.016094,0.086743,0.233411,124.755981,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140153_6c4,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
12,14:02:10,2026-01-04,TT25_psf,eap,,2616_mai_green,,,0.030611,2.921552,0.030294,0.515848,1.024159,1.011174,2.531566,1.507407,11.197754,11.341554,28.034594,0.441786,7.500000,PSF-00438_20260104140210_376,0.000000,0.000000,0.000000,19.074799,59.856556,0.681325,0.5,0.80,29.970963,1.000000,36.73,36.27,22.81,21.23,21.23,90.30,156.7,158.3,-1.0,110,4.011,13:57:20,2026-01-04,-0.17,1,-0.001,-0.000,-9999.000,-0.021,-0.107,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,55.053947,25,-3.477993,54.036499,54.884792,-0.848293,2.449294,2.464241,1.655336,0.942141,0.297635,-0.016951,0.089085,0.206229,19.074799,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140210_376,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
13,14:02:28,2026-01-04,TT25_psf,eap,,4781_mai_green,,,0.013328,2.921218,0.013268,0.234809,1.033870,1.027959,2.599778,1.565908,11.383972,11.449438,28.790855,0.441786,7.500000,PSF-00438_20260104140228_2d7,0.000000,0.000000,0.000000,98.702431,147.271179,0.329791,0.5,0.80,26.066463,1.000000,37.13,36.91,22.79,21.67,21.67,90.30,156.6,158.4,-1.1,198,4.011,13:57:20,2026-01-04,-0.17,1,-0.001,-0.003,-9999.000,0.236,0.754,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,145.446182,25,-1.239374,145.496613,145.499512,-0.002899,2.450204,2.464798,1.654987,0.942349,0.297861,-0.011967,0.091426,0.285054,98.702431,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140228_2d7,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
14,14:02:49,2026-01-04,TT25_psf,eap,,2692_mai_pinkblue,,,0.022388,2.921918,0.022218,0.392539,1.048494,1.038619,2.611522,1.563028,11.502128,11.611492,28.921156,0.441786,7.500000,PSF-00438_20260104140249_959,0.000000,0.000000,0.000000,111.660004,277.786896,0.598037,0.5,0.80,31.700573,1.000000,37.70,37.34,22.77,21.74,21.74,90.30,156.7,158.6,-1.2,133,4.010,13:57:20,2026-01-04,-0.17,1,0.001,-0.002,-9999.000,0.271,0.698,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,271.665588,25,-4.119096,273.043152,271.898682,1.144470,2.450810,2.465610,1.655719,0.942838,0.298107,-0.010923,0.094314,0.226511,111.660004,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140249_959,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
15,14:03:09,2026-01-04,TT25_psf,eap,,4834_mai_purple,,,0.013089,2.922367,0.013031,0.231262,1.061004,1.055189,2.630622,1.569618,11.686702,11.751101,29.135340,0.441786,7.500000,PSF-00438_20260104140309_833,0.000000,0.000000,0.000000,109.798553,178.360184,0.384400,0.5,0.80,26.176956,1.000000,38.19,37.98,22.75,21.86,21.86,90.29,156.8,158.4,-1.0,170,4.010,13:57:20,2026-01-04,-0.17,1,0.001,0.001,-9999.000,0.298,0.442,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,176.670670,25,-1.100856,177.080505,176.786514,0.293991,2.451709,2.466310,1.656189,0.942279,0.298336,-0.009392,0.097039,0.260449,109.798553,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140309_833,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
16,14:03:29,2026-01-04,TT25_psf,eap,,5569_mai_purple,,,0.010619,2.921487,0.010581,0.194260,1.079258,1.074371,2.702300,1.623042,11.898460,11.952582,29.927460,0.441786,7.500000,PSF-00438_20260104140329_13d,0.000000,0.000000,0.000000,98.455307,99.332573,0.008832,0.5,0.80,0.218875,1.000000,38.89,38.71,22.74,22.30,22.30,90.29,156.7,158.4,-1.1,62,4.009,13:57:20,2026-01-04,-0.17,1,-0.001,0.000,-9999.000,0.045,0.045,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,99.332573,25,-0.190463,98.532913,99.060310,-0.527397,2.452728,2.467290,1.655268,0.942494,0.298530,-0.004326,0.099607,0.163036,98.455307,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140329_13d,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
17,14:03:52,2026-01-04,TT25_psf,eap,,1499_mai_purple,,,0.041439,2.922920,0.040860,0.758758,1.038915,1.019842,2.680994,1.642079,11.295553,11.506804,29.694124,0.441786,7.500000,PSF-00438_20260104140352_23e,0.000000,0.000000,0.000000,103.633759,317.525696,0.673621,0.5,0.80,61.450188,1.000000,37.48,36.80,22.72,22.17,22.17,90.29,156.9,158.6,-1.1,228,4.008,13:57:20,2026-01-04,-0.17,1,-0.000,-0.001,-9999.000,-1.155,-2.055,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,301.446320,25,-11.327515,298.749817,301.333099,-2.583282,2.450053,2.465320,1.656769,0.942989,0.298793,-0.005522,0.102681,0.312456,103.633759,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140352_23e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
18,14:04:09,2026-01-04,TT25_psf,eap,,4874_mai_purple,,,0.009275,2.922390,0.009246,0.170424,1.014726,1.010438,2.645285,1.630559,11.190567,11.238049,29.296432,0.441786,7.500000,PSF-00438_20260104140409_02f,0.000000,0.000000,0.000000,122.754333,253.359680,0.515494,0.5,0.80,47.394222,1.000000,36.64,36.49,22.70,21.95,21.95,90.29,156.8,158.5,-1.1,230,4.008,13:57:20,2026-01-04,-0.17,1,0.000,0.000,-9999.000,1.473,2.872,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,253.359680,25,0.446539,255.012268,253.998001,1.014267,2.449627,2.464136,1.656214,0.942638,0.298975,-0.007786,0.104849,0.314066,122.754333,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140409_02f,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
19,14:04:29,2026-01-04,TT25_psf,eap,,TT24_234_mai_purple,,,0.019784,2.923331,0.019651,0.347505,1.023818,1.015082,2.588729,1.564912,11.241316,11.338052,28.668339,0.441786,7.500000,PSF-00438_20260104140429_4d2,0.000000,0.000000,0.000000,103.637695,180.167191,0.424769,0.5,0.80,45.454487,1.000000,37.01,36.70,22.68,21.60,21.60,90.30,156.9,158.4,-0.9,268,4.007,13:57:20,2026-01-04,-0.17,1,-0.001,-0.000,-9999.000,0.432,0.626,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,177.496078,25,-1.778866,178.203827,177.624313,0.579514,2.449921,2.464661,1.657202,0.942334,0.299185,-0.011493,0.107353,0.347958,103.637695,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140429_4d2,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
20,14:04:52,2026-01-04,TT25_psf,eap,,545_mai_red,,,0.056194,2.921606,0.055133,0.913561,1.027517,1.004526,2.494434,1.466917,11.125607,11.380255,27.627068,0.441786,7.500000,PSF-00438_20260104140452_ad1,0.000000,0.000000,0.000000,125.977997,332.345062,0.620942,0.5,0.80,41.176582,1.000000,37.20,36.37,22.66,20.99,20.99,90.29,156.7,158.0,-0.9,166,3.984,13:57:20,2026-01-04,-0.17,1,0.001,0.001,-9999.000,-0.063,-0.260,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,328.825226,25,-2.238164,331.079376,329.145630,1.933746,2.449462,2.464930,1.655392,0.941444,0.299468,-0.017872,0.110368,0.256434,125.977997,0.000236,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140452_ad1,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
21,14:05:09,2026-01-04,TT25_psf,eap,,4740_mai_red,,,0.009522,2.921671,0.009491,0.180291,1.003789,0.999251,2.683872,1.680083,11.067245,11.117511,29.725349,0.441786,7.500000,PSF-00438_20260104140509_405,0.000000,0.000000,0.000000,116.400719,128.645905,0.095185,0.5,0.80,3.746984,1.000000,36.38,36.21,22.64,22.19,22.19,90.29,156.7,158.5,-1.1,98,4.006,13:57:20,2026-01-04,-0.17,1,0.001,0.001,-9999.000,-0.048,-0.165,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,128.645905,25,0.277037,128.564362,129.041931,-0.477570,2.449250,2.463771,1.655460,0.942572,0.299677,-0.004499,0.112436,0.195830,116.400719,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140509_405,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
22,14:05:25,2026-01-04,TT25_psf,eap,,5596_mai_red,,,0.048942,2.920863,0.048136,0.798863,1.016781,0.996660,2.486270,1.469489,11.037700,11.260533,27.534664,0.441786,7.500000,PSF-00438_20260104140525_7be,0.000000,0.000000,0.000000,127.522949,421.714203,0.697608,0.5,0.80,44.841343,1.000000,36.89,36.16,22.63,20.94,20.94,90.30,156.6,158.2,-1.0,161,4.005,13:57:20,2026-01-04,-0.17,1,-0.000,0.001,-9999.000,-0.340,-0.895,-9999.000,1,150,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,0,mpf,7000,500,5.000000,2.000000,300,300,300,413.923859,25,-5.325663,413.990723,414.101227,-0.110504,2.449172,2.464494,1.654616,0.941906,0.299876,-0.018075,0.114487,0.251859,127.522949,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20260104140525_7be,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-12-11T16:13:02.852Z
