"id","spp","trt","full_trt","plantGMtrt","expSoilSource","ExpFungSource","anet","gsw","ci.ca","Vcmax","Jmax","Rd","iwue"
"4736","Mai","green","NW_W_NW","NW","W","NW",2.3856670072856,0.0168076500750866,0.402161296442683,33.4878392464567,68.0913197531962,"1.844999974652",141.939354795457
"2616","Mai","green","NW_W_NW","NW","W","NW",1.2178993480444,0.00906998976795451,0.433693191994356,29.4589134055035,56.6624182975835,"2.62837791569088",134.27791863089
"6899","Mai","yellow","W_NW_NW","W","NW","NW",2.27866762384234,0.0165956003261299,0.421348330599095,34.8205861246255,103.565942142486,"2.1090302137476",137.305525504526
"4781","Mai","green","NW_W_NW","NW","W","NW",1.516120216,0.013368846,0.521546806776759,17.8234185078768,35.7235471341741,"1.71306487813958",113.406962425927
"TT24_230","Mai","green","NW_W_NW","NW","W","NW",1.874459075,0.010691279,0.270196935998818,17.8234185078768,35.7235471341741,"1.71306487813958",175.325989996145
"2803","Mai","green","NW_W_NW","NW","W","NW",0.24143238,0.003735325,0.711768091198545,NA,NA,NA,64.6349059318801
"5069","Mai","green","NW_W_NW","NW","W","NW",3.704638634,0.037716293,0.576311204885281,26.4125175792188,97.4955171082774,"1.29856740163552",98.2238268750325
"5664","Mai","yellow","W_NW_NW","W","NW","NW",0.965372504,0.009676238,0.5726400606802,16.0976914853194,34.8304443635235,"1.68183331784826",99.7673376781348
"5579","Mai","yellow","W_NW_NW","W","NW","NW",0.833210329,0.007551442,0.531264466282674,19.5440963257595,36.9983805157925,"2.3401557047712",110.337910163383
"3960","Mai","yellow","W_NW_NW","W","NW","NW",1.83787581,0.012689612,0.390639944397064,22.4420771163559,40.3594339603864,"1.00002818193458",144.833097339777
"6483","Mai","yellow","W_NW_NW","W","NW","NW",3.8333987377085,0.0242435505492503,0.336066432098061,41.9540671521106,169.79086973862,"1.31951700850589",158.120351634181
"631","Mai","yellow","W_NW_NW","W","NW","NW",3.65585672655141,0.0287321555907248,0.459216181507025,32.043537299794,87.2136712121304,"1.43635816740313",127.239208175929
"6808","Mai","yellow","W_NW_NW","W","NW","NW",3.96811977000114,0.031467012086064,0.464273751193308,40.5022898621976,NA,"1.82933588394423",126.104116881136
"901","Mai","yellow","W_NW_NW","W","NW","NW",2.5224367223351,0.018781357646476,0.432563368216453,24.6454464770672,63.6956733980622,"1.20490578512164",134.305345215999
"4250","Mai","yellow","W_NW_NW","W","NW","NW",0.727944389271628,0.00759116295668916,0.586713092340945,8.5269988535197,15.9203007096311,"1.14261664823359",95.8936586429331
"4722","Mai","yellow","W_NW_NW","W","NW","NW",1.63870379163087,0.0165785247075422,0.574191395325373,19.99997564165,56.804156207783,"1.72159355135731",98.8449708607281
"1153","Mai","yellow","W_NW_NW","W","NW","NW",1.08538779480295,0.0111494351864635,0.582059047195627,27.5938320688204,52.4733293473874,"3.98089243402544",97.3491281532104
"1495","Mai","yellow","W_NW_NW","W","NW","NW",1.43513977690524,0.0157330906486305,0.604427164499317,13.4471227974191,39.2946011356664,"1.1858474404381",91.2179182689804
"TT24_112","Mai","yellow","W_NW_NW","W","NW","NW",1.21394971099125,0.00913089274812674,0.440297628209787,18.83929767038,39.156114887145,"1.42794602106375",132.949728408572
"1700","Mai","yellow","W_NW_NW","W","NW","NW",2.95553375581144,0.0264745564686133,0.523009904661548,23.2119482429301,53.6277395962176,"1.08237539742743",111.636761859084
"2726","Mai","purple","NW_W_W","NW","W","W",1.38249616449705,0.0069481484097111,0.181093908908234,54.6018655612454,92.8657891142128,"0",198.973321088652
"5569","Mai","purple","NW_W_W","NW","W","W",0.756955593,0.009019888,0.636077566811499,5.1656268704618,9.37756280873291,"0.716032450255609",83.9207308339084
"TT24_212","Mai","blueblue","NW_NW_NWsterile","NW","NW","NWsterile",0.756955593,0.009019888,0.636077566811499,8.70722556776709,19.2936439336201,"1.05770942040331",83.9207308339084
"1401","Mai","blueblue","NW_NW_NWsterile","NW","NW","NWsterile",2.76516391078672,0.019478194283461,0.405168384200698,33.3757810917555,69.3860453139438,"1.46508185944821",141.962025357486
"5052","Mai","purple","NW_W_W","NW","W","W",1.065670584,0.005663491,0.225574538944339,6.70535166996159,17.2737453040496,"0",188.164964683443
"4865","Mai","purple","NW_W_W","NW","W","W",0.104332531,0.003949387,0.865486151219699,NA,NA,NA,26.4173987001021
"179","Mai","purple","NW_W_W","NW","W","W",1.291714357,0.006671038,0.205352399071091,27.2624179549231,29.136836881661,"0",193.630190234263
"5030","Mai","purple","NW_W_W","NW","W","W",1.404617267,0.009619745,0.393079785280885,32.4335235431741,54.7724206707987,"2.57258059266607",146.013981347738
"5077","Mai","blueblue","NW_NW_NWsterile","NW","NW","NWsterile",2.92237875089378,0.0194020886793231,0.370652386777872,39.3480210433203,NA,"2.11579384089346",150.621863408354
"6027","Mai","blueblue","NW_NW_NWsterile","NW","NW","NWsterile",5.68466758736901,0.0434815145290974,0.445838112687454,39.9090357363704,NA,"0.493280628998679",130.737570871983
"6463","Mai","greenblue","NW_W_NWsterile","NW","W","NWsterile",1.40849969169102,0.00958031079096415,0.388199352566718,28.2364941685559,52.8004850461329,"2.22150531244149",147.020250430651
"2692","Mai","pinkblue","W_NW_Wsterile","W","NW","Wsterile",3.29161107916358,0.0348317445981221,0.589137186993846,26.0080343770842,81.7674948417344,"1.68593998210236",94.5003219661022
"4804","Mai","pinkblue","W_NW_Wsterile","W","NW","Wsterile",1.19490322709742,0.021002660097028,0.74090108639407,20.1193244697998,71.1877873760279,"2.71892268994938",56.8929469684894
"2776","Mai","whiteblue","NW_NW_Wsterile","NW","NW","Wsterile",5.71584139191541,0.0490473281919144,0.504271643994658,39.5698069253901,NA,"1.28904420013179",116.537263142046
"TT24_206","Mai","purpleblue","NW_W_Wsterile","NW","W","Wsterile",2.06992349774227,0.00780992849978942,0.271019287896257,18.6093282210602,30.1228764790119,"0.565244083579391",265.037445323357
"6886","Mai","redblue","W_W_Wsterile","W","W","Wsterile",1.90212851322196,0.0166274519738162,0.516984693202215,24.2638991479065,41.5350136176067,"2.2256678508356",114.396873087789
NA,NA,"orangeblue","W_W_NWsterile","W","W","NWsterile",NA,NA,NA,NA,NA,NA,NA
NA,NA,"yellowblue","W_NW_NWsterile","W","NW","NWsterile",NA,NA,NA,NA,NA,NA,NA
