"id","spp","plot","subplot","FullExpTrt","PlantGMTrt","ExpSoilSource","ExpFungSource","machine","anet","gsw","iwue","ci.ca","Vcmax","Jmax","Rd","TPU","leaf_length","tla"
"4576","Tri",5,21,"PlantW-SoilNW-FungNW","W","NW","NW","ozzie",3.97031499463246,0.0262647777945104,151.164994643979,0.374119581859448,34.1972302347589,71.2519126684208,0.716502762626397,NA,6.6,63.5326043127986
"4582","Tri",6,11,"PlantNW-SoilW-FungNW","NW","W","NW","yadi",-0.369325717166211,0.00261728767916629,NA,NA,2.88428051712281,6.19591444383885,1.22658225145145,NA,5,34.4932415365304
"4712","Tri",6,2,"PlantW-SoilW-FungW","W","W","W","albert",0.131663901582711,0.00748409135685719,17.5925032585386,0.900105804555817,3.32729742392436,10.7838777671065,0.668616412259778,NA,5.9,49.6448754666728
"4714","Tri",3,7,"PlantW-SoilNW-FungNW","W","NW","NW","yadi",0.983110475795379,0.00395221967572438,248.74894526585,-1.28748226658638,27.3037812183862,38.3917734332725,2.84439853772607,NA,6.1,53.4226758167233
"4745","Tri",6,12,"PlantNW-SoilW-FungNW","NW","W","NW","gibson",1.66089741257082,0.0185784536386621,89.3991203398365,0.593302393140879,12.855038543588,32.8654717906566,0.969283176351095,NA,5.2,37.6016892516496
"4760","Tri",6,2,"PlantW-SoilNW-FungWsterile","W","NW","Wsterile","gibson",0.353293752,0.005689165,62.0994033395059,0.671968216696853,3.61273267474251,9.04024945060876,0.430674761822497,NA,4.9,32.9937269593734
"4777A","Tri",6,2,"PlantW-SoilNW-FungW","W","NW","W","stan",-0.0838655197888316,0.00327755939659153,NA,0.852364433875898,4.61518021198723,8.54922833466783,1.23651779030988,NA,6.6,63.5326043127986
"4777C","Tri",6,2,"PlantW-SoilNW-FungNW","W","NW","NW","gibson",2.95418232367581,0.0318670804170038,92.703262583776,0.580578434203867,16.8567918879081,39.4696190625011,0.698455054523832,NA,5.9,49.6448754666728
"482","Tri",5,22,"PlantNW-SoilNW-FungNW","NW","NW","NW","yadi",0.795178699030586,0.0117301444146657,67.7893358274781,0.691529179139485,7.10250871766635,17.6416899801731,0.863115062794294,NA,6.4,59.3739500484769
"4934","Tri",3,23,"PlantNW-SoilW-FungNW","NW","W","NW","yadi",-0.135212027776417,0.00661913663125754,NA,NA,2.38469812973676,4.21807142723441,0.693297902066572,NA,4.8,31.5304901645706
"4942","Tri",3,27,"PlantW-SoilNW-FungW","W","NW","W","albert",-0.384474221132391,0.00244917592510041,NA,NA,5.64608198375916,10.6924545021882,2.23333146379114,NA,5.3,39.2109092482337
"4959","Tri",5,22,"PlantNW-SoilW-FungNW","NW","W","NW","albert",-0.510526607292473,0.00678680999396881,NA,NA,1.83430679293336,4.71937254754714,1.10740341195396,NA,6.6,63.5326043127986
"4990","Tri",5,22,"PlantNW-SoilNW-FungW","NW","NW","W","yadi",3.509764022,0.024875988,141.090437171782,0.388426083188755,32.6650772504509,75.1832451497105,0.878055249024155,NA,7.4,81.7165049522515
"5040","Tri",4,20,"PlantW-SoilW-FungNW","W","W","NW","ozzie",0.661972417375262,0.00733012009474735,90.3085363975989,NA,6.86714920553851,15.9487993945288,0.602889659698194,NA,7,72.3128849181331
"5060","Tri",6,27,"PlantW-SoilW-FungWsterile","W","W","Wsterile","ozzie",0.429692612997902,0.00745243394662703,57.6580236839778,0.770687795114873,5.5594935749974,14.545423127061,0.733716671165598,NA,5.8,47.8125146798009
"5115","Tri",5,19,"PlantW-SoilNW-FungW","W","NW","W","stan",-0.516050391408796,0.00227049701286316,NA,NA,4.51490076078992,9.92056401199321,2.37987719503756,NA,6.9,70.0596558491519
"5228","Tri",5,19,"PlantW-SoilW-FungW","W","W","W","albert",0.696669410409606,0.0117683725431777,59.1984497307126,0.706594052347175,8.08189953275221,24.0246909560522,0.907158005323666,NA,7.1,74.6050742925621
"5229_blue","Tri",5,22,"PlantNW-SoilNW-FungNW","NW","NW","NW","yadi",-0.107330204065262,0.0053753775068251,NA,NA,1.63400519801776,5.15003570009971,0.616247328910116,NA,6.4,59.3739500484769
"5229_red","Tri",6,1,"PlantW-SoilW-FungW","W","W","W","gibson",1.29960543425029,0.0135767195910207,95.723081377464,0.646536208577364,25.9427159080216,36.8306937557251,4.41466459016855,NA,6.2,55.3683672556527
"5267","Tri",6,2,"PlantW-SoilNW-FungW","W","NW","W","yadi",-0.172937407838325,0.00205383877101557,NA,NA,NA,NA,NA,NA,5.1,36.029180782471
"5381","Tri",5,10,"PlantNW-SoilNW-FungWsterile","NW","NW","Wsterile","stan",3.389357576,0.023390501,144.903162869406,0.339275779722895,38.2994404812679,83.7131282547523,1.13054501491358,NA,7.3,79.3067754672262
"5436","Tri",3,3,"PlantW-SoilW-FungNW","W","W","NW","stan",-0.0077152,0.003248932,NA,0.325537502051063,2.69270315443923,5.48381642556788,0.859858845176757,0.394511939725586,5.7,46.017676050608
"552","Tri",3,14,"PlantW-SoilW-FungNW","W","W","NW","yadi",-0.251676301,0.004453622,NA,NA,3.33211098131192,7.36532808884138,1.29563467089561,NA,5.9,49.6448754666728
"5619","Tri",6,5,"PlantNW-SoilNW-FungW","NW","NW","W","albert",-0.06131415,0.00214466,NA,NA,2.63838412180607,6.78247514837003,0.855111329238142,NA,6.1,53.4226758167233
"5626","Tri",6,6,"PlantNW-SoilW-FungNW","NW","W","NW","gibson",-0.229052710003918,0.00263598586004795,NA,NA,NA,NA,NA,NA,5.9,49.6448754666728
"5641","Tri",6,4,"PlantNW-SoilW-FungW","NW","W","W","yadi",0.17159194554242,0.0046570192985624,36.8458738393869,0.779949358652557,4.2678185472164,12.0173202115725,0.601654650414481,NA,6.2,55.3683672556527
"5714","Tri",6,8,"PlantW-SoilW-FungNWsterile","W","W","NWsterile","yadi",0.142999418,0.003934924,36.3410876550602,0.760248514802866,9.01074937050302,12.8878334546739,1.68488577197067,NA,5.3,39.2109092482337
"5722","Tri",6,6,"PlantNW-SoilW-FungWsterile","NW","W","Wsterile","yadi",0.05370212,0.003161084,16.9885140666936,0.891281257651279,2.70640694345549,7.74123759684732,0.647825757667905,NA,6.1,53.4226758167233
"5742","Tri",6,3,"PlantW-SoilNW-FungNW","W","NW","NW","ozzie",-0.618181298735361,-0.000187560870889053,3295.89693098105,NA,NA,NA,NA,NA,5.6,44.2602292854309
"5771","Tri",6,5,"PlantNW-SoilNW-FungNW","NW","NW","NW","gibson",2.52048661591276,0.0261849797167838,96.2569627005364,0.550422399470492,17.3561970048638,39.7941654256617,0.631284798505251,NA,5.5,42.540042248726
"583","Tri",3,23,"PlantNW-SoilNW-FungW","NW","NW","W","albert",0.367517887,0.005162979,71.1833007649266,0.679354768763469,7.06198459699138,13.5731303510641,1.1184896473012,NA,6,51.5148869197892
"5852","Tri",6,9,"PlantW-SoilW-FungNW","W","W","NW","ozzie",-0.127662555998382,0.000998929108259861,NA,NA,2.163766199023,6.22987412283694,0.819540955874104,NA,5.4,40.8569809034252
"5865","Tri",6,2,"PlantW-SoilW-FungNW","W","W","NW","gibson",-0.269947664,0.004507356,NA,NA,1.82985876529742,5.32477436694801,0.90081355432357,NA,4.8,31.5304901645706
"5877","Tri",5,27,"PlantW-SoilW-FungNW","W","W","NW","gibson",0.047244219,0.010024751,4.71275735427244,0.883874305004797,3.10574760649685,5.48069375558335,0.62823594440842,NA,7.2,76.9363346598827
"5904","Tri",5,9,"PlantW-SoilW-FungNW","W","W","NW","yadi",-0.055352633,0.003319733,NA,0.900770907012451,2.3237530830478,5.42849395014749,0.71200909687915,NA,4.5,27.3569407800424
"614","Tri",5,11,"PlantNW-SoilW-FungW","NW","W","W","yadi",1.5043003873123,0.0091542404624534,164.328257869374,0.303543198968062,40.2804603343178,69.256123900269,2.10158335298155,NA,6.1,53.4226758167233
"632","Tri",7,8,"PlantW-SoilW-FungW","W","W","W","albert",-0.0600681510198205,0.00694828377260256,NA,NA,1.85002085953784,4.81956149520989,0.616575082463852,NA,5,34.4932415365304
"6507","Tri",7,12,"PlantNW-SoilNW-FungW","NW","NW","W","albert",0.430141368,0.006933948,62.0341208212118,0.713195419642979,5.63884107971473,14.6415147815362,0.806403607144993,NA,5.9,49.6448754666728
"6558","Tri",3,22,"PlantNW-SoilNW-FungNW","NW","NW","NW","albert",0.573175585418088,0.0121302434998347,47.251779028665,0.793346685402096,5.87569891969825,15.9179824524636,0.878454371226902,NA,6.5,61.4340836340171
"6875","Tri",5,29,"PlantNW-SoilNW-FungW","NW","NW","W","stan",1.686944844,0.016317314,103.383733621845,0.52207094086506,16.0784142478817,36.949757747149,1.1606114514477,NA,7.1,74.6050742925621
"6879","Tri",6,36,"PlantNW-SoilNW-FungW","NW","NW","W","gibson",-0.013387395,0.002747377,NA,0.959532994457472,NA,NA,NA,NA,4.7,30.1033818473214
"6881","Tri",5,10,"PlantNW-SoilW-FungNW","NW","W","NW","gibson",-0.132707822890682,0.0026112902697264,NA,NA,2.71147115125695,4.81137632767297,0.801851129982598,0.327529377146121,4.3,24.7531573342468
"6885","Tri",3,20,"PlantW-SoilW-FungW","W","W","W","stan",-0.0480463956224338,0.00248945174959325,NA,0.778802909722942,3.38823416904161,6.93668346030105,1.10626245282486,NA,4.9,32.9937269593734
"6894","Tri",7,20,"PlantW-SoilNW-FungNW","W","NW","NW","stan",4.52837812739902,0.0450973741059081,100.413343729602,0.581878253541815,26.2302492821035,60.3032507061616,0.693085236053609,NA,2.1,5.11543356066415
"7147","Tri",5,9,"PlantW-SoilNW-FungW","W","NW","W","yadi",0.17843899886196,-3.06572105749035e-05,NA,NA,19.060471979722,29.989330497848,4.77686187356891,NA,6.6,63.5326043127986
"7574","Tri",7,12,"PlantNW-SoilW-FungNW","NW","W","NW","albert",0.961593333599787,0.00779698430586567,123.32887894572,0.475162044149266,12.7720511017212,22.7316316183283,1.15869303396047,NA,4.7,30.1033818473214
"774","Tri",3,20,"PlantW-SoilNW-FungNW","W","NW","NW","gibson",0.448640889435593,0.00536618644845289,83.6051623895663,0.639755616065112,5.32273033501378,13.5151372781054,0.415689301890235,NA,6.5,61.4340836340171
"902","Tri",3,7,"PlantW-SoilW-FungNW","W","W","NW","ozzie",1.053311664573,0.0115132344448985,91.4870334321835,0.575888742489136,9.27164876710618,24.3235211207699,0.713472766414343,NA,7.2,76.9363346598827
"9145","Tri",4,3,"PlantW-SoilW-FungNW","W","W","NW","stan",1.049454132,0.008742128,120.0456149807,0.424868094363399,10.1324416940817,23.2165545626073,0.707904336042714,NA,6.4,59.3739500484769
"916","Tri",3,16,"PlantNW-SoilW-FungNWsterile","NW","W","NWsterile","ozzie",0.723154359869833,0.0107908462438873,67.0155373847049,0.674397265583272,7.69902680294277,21.2625633703351,0.838902967234967,NA,4.6,28.7122501929733
"955","Tri",3,8,"PlantW-SoilNW-FungW","W","NW","W","gibson",1.51312197530652,0.0169442531969826,89.3000097269544,0.579501811164993,10.134937398063,26.8477986903341,0.999020858283767,NA,6.5,61.4340836340171
"972","Tri",7,11,"PlantNW-SoilW-FungW","NW","W","W","albert",1.44287817846114,0.013901029544726,103.796497505364,0.548434297717782,11.1525616363149,25.7567525242346,0.813556021786749,NA,6.5,61.4340836340171
"978","Tri",6,6,"PlantNW-SoilNW-FungNW","NW","NW","NW","stan",0.268103206513077,0.0056089762972388,47.7989551578351,0.686046842877664,7.3720350776191,12.6445213069379,1.56179066812911,NA,4.8,31.5304901645706
"989","Tri",4,13,"PlantW-SoilW-FungNW","W","W","NW","albert",-0.037069885,0.002401236,NA,NA,2.32720768319139,6.59658640863583,1.04728394362792,NA,5.5,42.540042248726
"flag1","Tri",5,14,"PlantW-SoilW-FungNW","W","W","NW","albert",0.0120064,0.005016946,2.39316907138327,0.919965826396475,2.25623390593706,5.98079821849796,0.542732700458711,NA,5.1,36.029180782471
"flag2","Tri",5,14,"PlantW-SoilNW-FungW","W","NW","W","albert",-0.1310012822656,0.0021676947143481,NA,NA,1.98185678592228,5.01900117590989,0.852035050497503,NA,4,21.1121265723663
"flag3","Tri",5,14,"PlantW-SoilW-FungW","W","W","W","stan",-0.287434802237421,0.00267450192917315,NA,NA,1.46557842784732,3.38484282904242,0.513305275692864,NA,5.7,46.017676050608
