"id","spp","plot","subplot","FullExpTrt","PlantGMTrt","ExpSoilSource","ExpFungSource","machine","anet","gsw","iwue","ci.ca","Vcmax","Jmax","Rd","TPU","leaf_length","tla"
"1374","Tri",5,10,"PlantNW-SoilNW-FungW","NW","NW","W","stan",1.529004063,0.015462165,98.8868029153744,0.55154552384405,11.5657092061349,25.4148826585966,0.80377992301868,NA,6.5,61.4340836340171
"1647","Tri",7,11,"PlantNW-SoilNW-FungW","NW","NW","W","yadi",0.115296305,0.00809024,14.251283645479,0.911306059390921,3.58602202170475,10.0181281021094,0.82622415081862,NA,5.5,42.540042248726
"1666","Tri",3,27,"PlantW-SoilNW-FungW","W","NW","W","albert",-0.199501331626251,0.00171134208239148,NA,0.396315257571344,2.26408146100276,5.79537478451952,1.05659084594477,NA,5.1,36.029180782471
"1669","Tri",7,11,"PlantNW-SoilNW-FungNW","NW","NW","NW","stan",0.444064159877877,0.00557858690001049,79.6015492520232,0.450193775788606,6.55430169067627,16.8394455362834,1.01351292676285,NA,6.1,53.4226758167233
"1686","Tri",3,6,"PlantNW-SoilW-FungNW","NW","W","NW","yadi",-0.263915551055685,0.00247560316110415,NA,NA,2.63734074688891,7.1217851745288,1.21372259694812,NA,7.2,76.9363346598827
"1750","Tri",5,20,"PlantW-SoilW-FungW","W","W","W","yadi",2.65284859411846,0.0268097150677613,98.9510178460834,0.542091250541866,20.6883994332673,53.6385069921345,1.10892273097907,NA,6.4,59.3739500484769
"1827","Tri",7,8,"PlantW-SoilNW-FungNW","W","NW","NW","gibson",3.01328874384795,0.0284956100173368,105.745718095337,0.571588694294545,21.4067223500685,52.6482577033978,0.831838747102107,NA,5.5,42.540042248726
"1851","Tri",7,8,"PlantW-SoilW-FungNW","W","W","NW","gibson",0.165881096,0.002357868,70.3521554217624,0.613433680734338,3.01137350922231,8.01231296018294,0.217727869148165,NA,5.3,39.2109092482337
"1926","Tri",3,5,"PlantNW-SoilW-FungW","NW","W","W","gibson",1.63134147604289,0.0166807855629984,97.797640877391,0.561809590835039,18.3577941568424,47.2862295687861,1.47947355989539,NA,6.1,53.4226758167233
"1975","Tri",7,18,"PlantNW-SoilW-FungW","NW","W","W","gibson",3.40485783738326,0.0199855447986894,170.36602562901,0.270998394597579,48.3297242661348,101.491881743127,0.631140225391904,NA,6.5,61.4340836340171
"2131","Tri",7,11,"PlantNW-SoilW-FungW","NW","W","W","stan",1.88303932486718,0.012839309148118,146.662044129001,0.357148887120835,69.0565602241641,84.2974301812814,6.00586164752105,NA,5.7,46.017676050608
"2276","Tri",6,22,"PlantNW-SoilW-FungWsterile","NW","W","Wsterile","yadi",-0.055103671,0.004198884,NA,NA,3.15088718684794,7.08552607361748,0.960871745649158,NA,4.8,31.5304901645706
"2289","Tri",7,11,"PlantNW-SoilW-FungNW","NW","W","NW","yadi",2.22708355854762,0.021385472012502,104.140023528387,0.540739875979027,21.5508190216269,52.7854931422654,1.3454292920216,NA,7,72.3128849181331
"2329","Tri",3,20,"PlantW-SoilW-FungW","W","W","W","albert",0.277309449487606,0.00943829327552082,29.3813130607879,0.823724606341421,4.17434716149177,11.4922157884227,0.922573838482892,NA,7.8,91.7504337212143
"2379","Tri",7,23,"PlantNW-SoilW-FungW","NW","W","W","stan",0.287217215676314,0.00867927847222306,33.0922917838754,0.775113620680242,6.18361764840252,11.4242013322373,1.37543396164093,NA,4.9,32.9937269593734
"2382","Tri",7,23,"PlantNW-SoilNW-FungNW","NW","NW","NW","stan",0.131541580808578,0.0167398215374428,7.85800377347823,0.906491873281164,2.14740870924113,6.57826012530241,0.48245728389971,NA,4.9,32.9937269593734
"2416","Tri",3,17,"PlantNW-SoilW-FungNWsterile","NW","W","NWsterile","yadi",0.209583706,0.007910648,26.4938733211236,0.795530313981471,4.03501341578571,11.3614496881057,0.794195716824695,NA,4.4,26.0372964772754
"2547","Tri",5,19,"PlantW-SoilNW-FungW","W","NW","W","yadi",-0.193447843745304,0.00723453310097362,NA,NA,3.0392134159322,5.60835681787547,1.00328839799874,0.391323558646878,5.9,49.6448754666728
"2563","Tri",5,16,"PlantNW-SoilNW-FungW","NW","NW","W","yadi",0.198935906,0.004080862,48.7485011745068,0.917654932908325,4.32180905130636,12.6971580209035,0.761380085352132,NA,5.6,44.2602292854309
"2573","Tri",5,31,"PlantW-SoilNW-FungW","W","NW","W","stan",1.03167328876002,0.00772474553596652,133.554339616306,0.384334130488598,30.5352281639672,40.4028857286353,3.74678393991479,2.17300521937464,7.9,94.3581898435321
"2703","Tri",4,8,"PlantW-SoilNW-FungW","W","NW","W","stan",1.23105165383073,0.0111509290481657,110.399021329369,0.478271903360711,15.5960475104363,24.2102497573325,1.67178045455165,NA,6.5,61.4340836340171
"2912","Tri",5,11,"PlantNW-SoilNW-FungWsterile","NW","NW","Wsterile","stan",1.252852654,0.011946111,104.875356842072,0.527704327403887,16.9096653893836,32.1312178008049,1.79497670944053,NA,5,34.4932415365304
"2927","Tri",7,14,"PlantW-SoilW-FungNW","W","W","NW","stan",-0.058052903,0.005997499,NA,0.848684684966196,2.02361626752087,4.15579995469027,0.64109228124838,NA,6,51.5148869197892
"2941","Tri",6,6,"PlantNW-SoilW-FungW","NW","W","W","gibson",1.0111708495725,0.0175270320869757,57.6920749933414,0.7448427180014,22.2150257100545,63.14376122021,3.81798544703694,NA,6.3,57.3520847046021
"2980","Tri",6,11,"PlantNW-SoilNW-FungW","NW","NW","W","ozzie",1.37700248908524,0.0148251777873773,92.8826965068623,0.567697111988563,10.7387274886816,27.4727497404761,0.785551079626259,NA,5.6,44.2602292854309
"2988","Tri",5,33,"PlantW-SoilNW-FungNW","W","NW","NW","albert",0.194421173594388,0.00496902339920573,39.1266367603471,0.508932675685879,4.39574971581446,10.3152137778646,1.04175205752587,NA,6.1,53.4226758167233
"2996A1","Tri",7,14,"PlantW-SoilW-FungW","W","W","W","ozzie",2.64580935031269,0.014921764252793,177.312099661236,0.210686020762718,35.3927833447225,68.9172782962984,0.789594700727423,NA,NA,NA
"2996A2","Tri",7,14,"PlantW-SoilW-FungW","W","W","W","albert",-0.08467806686269,0.00440319951798432,NA,NA,1.86262774793679,5.60259679672574,0.643232648838097,NA,5,34.4932415365304
"2996A3","Tri",7,14,"PlantW-SoilW-FungW","W","W","W","yadi",-0.0483033554785792,0.00321226370704403,NA,0.921679043379152,4.27276252284452,8.52109305727065,1.35719797209848,NA,7,72.3128849181331
"3004","Tri",5,21,"PlantW-SoilW-FungNW","W","W","NW","yadi",0.155246812,0.002582605,60.1124879724155,0.496512232941602,6.1340845912683,11.5720224056273,0.74251443170913,NA,6.5,61.4340836340171
"3031","Tri",4,28,"PlantNW-SoilNW-FungW","NW","NW","W","stan",-0.127314949,0.002004627,NA,NA,7.19491399841599,10.9143441584376,2.18323812127849,0.644039382926165,6.5,61.4340836340171
"3043","Tri",7,24,"PlantNW-SoilW-FungW","NW","W","W","albert",3.04386805563465,0.0347266405056893,87.6522465550898,0.610510074081913,17.8165139624301,45.3678489672342,0.83808940222991,NA,5.6,44.2602292854309
"3077","Tri",5,21,"PlantW-SoilNW-FungW","W","NW","W","gibson",0.253672754001289,0.00604800724725632,41.9431961025457,0.775187639192168,10.6248532574501,28.3058125927567,2.39611739739234,NA,5.5,42.540042248726
"3305","Tri",6,5,"PlantNW-SoilNW-FungW","NW","NW","W","gibson",-0.105742179,0.005925187,NA,NA,1.28267427336878,3.48645068876743,0.265608213285597,NA,4.4,26.0372964772754
"3371","Tri",6,11,"PlantNW-SoilNW-FungNW","NW","NW","NW","gibson",-0.172823614289836,0.00254664816385455,NA,NA,1.34508127806203,4.20487225321467,0.649469766349547,NA,6,51.5148869197892
"3526","Tri",7,35,"PlantNW-SoilW-FungNW","NW","W","NW","gibson",0.0889302151331008,0.00675830940048678,13.1586480972143,0.83247641150848,13.6241372273007,21.7121009902224,3.72167938190598,NA,5.2,37.6016892516496
"3563","Tri",3,4,"PlantNW-SoilW-FungW","NW","W","W","albert",0.1265771759589,0.0033237285237478,38.0828864495144,0.775157317926228,3.6124094715474,8.37526918681468,0.752710704661724,NA,4.6,28.7122501929733
"3708","Tri",4,10,"PlantNW-SoilNW-FungNW","NW","NW","NW","gibson",0.18123322508986,0.00598813225095559,30.2654012126967,0.838153307452313,5.53754502641437,14.3494702133168,1.41360055384813,NA,6.6,63.5326043127986
"3829","Tri",5,33,"PlantW-SoilNW-FungNW","W","NW","NW","yadi",0.0581385810402915,0.00329619675816127,17.6380796735942,NA,8.24738471135348,13.930274433541,2.01594376163197,0.910807420112009,4.6,28.7122501929733
"392","Tri",3,22,"PlantNW-SoilNW-FungNW","NW","NW","NW","yadi",-0.188787504926333,0.0061265256363382,NA,NA,1.42053967557809,4.27026557209898,0.487585449014705,NA,5.2,37.6016892516496
"4000","Tri",5,20,"PlantW-SoilW-FungW","W","W","W","gibson",2.02494475672876,0.019217338005072,105.370720762382,0.52941544360857,21.110659252271,50.2108990783523,1.83742746906089,NA,7.5,84.16563017281
"4081","Tri",7,18,"PlantNW-SoilW-FungNW","NW","W","NW","albert",-0.139468471424494,0.00403778576201899,NA,NA,1.61206921498818,4.33069101933826,0.619620002752908,NA,4.8,31.5304901645706
"4105","Tri",5,10,"PlantNW-SoilW-FungW","NW","W","W","albert",-0.111019918848122,0.00358450115091846,NA,NA,1.18362704063502,3.64908520050667,0.437041475092942,NA,5.4,40.8569809034252
"4109","Tri",5,32,"PlantW-SoilW-FungW","W","W","W","stan",-0.155719847030253,0.00483341709291178,NA,NA,6.61585726700608,12.2643729891261,2.33539269235823,0.863671581879039,4.8,31.5304901645706
"4149","Tri",5,13,"PlantW-SoilW-FungW","W","W","W","gibson",0.715728043670494,0.0072196972049636,99.1354655675068,0.514798146851222,11.0136808857894,22.2394295370335,1.66625541620005,NA,7.1,74.6050742925621
"4177","Tri",5,14,"PlantW-SoilW-FungNW","W","W","NW","albert",2.132263409,0.018862076,113.045001462193,0.558399347773291,15.9144099162478,37.2380985665253,0.730244911906153,NA,7.1,74.6050742925621
"4265","Tri",5,31,"PlantW-SoilW-FungW","W","W","W","yadi",-0.0505661725143795,0.00554118574629355,NA,NA,3.63922437564476,9.73977742270608,1.03760011553339,NA,6.4,59.3739500484769
"43","Tri",5,9,"PlantW-SoilNW-FungWsterile","W","NW","Wsterile","gibson",1.649321402,0.017538437,94.0403869512431,0.541539019007546,11.6469218575018,30.3583019642032,0.79002977270728,NA,7.1,74.6050742925621
"4373","Tri",6,2,"PlantW-SoilNW-FungW","W","NW","W","stan",1.02003027012126,0.00863915995577746,118.070538726292,0.377020688404837,20.7785924981216,33.2366838182188,2.77722248718886,NA,5.1,36.029180782471
"4414","Tri",5,22,"PlantNW-SoilW-FungW","NW","W","W","albert",0.227505279386041,0.00416925619694594,54.5673541368585,0.7967093874179,5.41047983935371,14.9210911052961,1.00300485034457,NA,5.5,42.540042248726
"4444(2988)","Tri",5,33,"PlantW-SoilW-FungWsterile","W","W","Wsterile","ozzie",2.39536252761682,0.0204972791301005,116.862463179281,0.490213204233778,16.6166562228131,33.9140515030705,0.7726247648864,NA,7.5,84.16563017281
"4452","Tri",4,7,"PlantW-SoilNW-FungW","W","NW","W","gibson",-0.295591398691599,0.00433684441970534,NA,NA,4.37698343811716,11.2446404299092,1.82497458995327,NA,6.9,70.0596558491519
"4505","Tri",6,11,"PlantNW-SoilNW-FungNW","NW","NW","NW","albert",-0.222927880808782,0.00613169623074258,NA,NA,2.36276705119577,6.59958397818265,0.988497615932999,NA,5.9,49.6448754666728
"4511","Tri",6,16,"PlantNW-SoilNW-FungNW","NW","NW","NW","yadi",0.277116008592451,0.00569372502195514,48.6704235845399,0.731474516350481,6.44602510426494,12.4252647581737,1.27111622315091,NA,8.1,99.6935455037883
"452","Tri",3,22,"PlantNW-SoilNW-FungNW","NW","NW","NW","albert",1.08687479467853,0.00942268991074986,115.346552308653,0.528151343952446,10.6369517269239,22.8335553711014,0.753202115718833,NA,5.5,42.540042248726
"4547","Tri",5,10,"PlantNW-SoilW-FungW","NW","W","W","stan",0.114561747721228,0.00234851926030577,48.7804165192636,0.47868122053766,NA,NA,NA,NA,NA,NA
